po_id,supplier,destination_location,order_date,expected_receipt_date,order_status,currency,payment_terms_days
PO-20230823-002160,Industrial Flow Partners,CD Santiago,2023-08-23,2024-02-19,received,CLP,60
PO-20230823-002245,Maestranza Integral,CD Santiago,2023-08-23,2023-09-27,received,CLP,30
PO-20230823-002267,Andes Motion,CD Santiago,2023-08-23,2023-11-21,received,CLP,45
PO-20230824-000929,Tecfluid Norte,CD Santiago,2023-08-24,2023-10-18,received,CLP,30
PO-20230824-001066,Tecfluid Norte,CD Santiago,2023-08-24,2023-10-18,received,CLP,30
PO-20230824-001161,Pacific Seal Supply,CD Santiago,2023-08-24,2024-01-21,received,CLP,45
PO-20230824-002017,Andes Motion,CD Santiago,2023-08-24,2023-11-22,received,CLP,45
PO-20230824-002527,Pacific Seal Supply,CD Santiago,2023-08-24,2024-01-21,received,CLP,45
PO-20230824-003093,Pacific Seal Supply,CD Santiago,2023-08-24,2024-01-21,received,CLP,45
PO-20230825-000126,Tecfluid Norte,CD Santiago,2023-08-25,2023-10-19,received,CLP,30
PO-20230825-000353,Hydroline Andina,CD Santiago,2023-08-25,2023-09-15,received,CLP,30
PO-20230825-001897,Tecfluid Norte,CD Santiago,2023-08-25,2023-10-19,received,CLP,30
PO-20230826-001407,Pacific Seal Supply,CD Santiago,2023-08-26,2024-01-23,received,CLP,45
PO-20230826-001479,Andes Motion,CD Santiago,2023-08-26,2023-11-24,received,CLP,45
PO-20230826-001881,Tecfluid Norte,CD Santiago,2023-08-26,2023-10-20,received,CLP,30
PO-20230826-002847,Industrial Flow Partners,CD Santiago,2023-08-26,2024-02-22,received,CLP,60
PO-20230827-000113,Hydroline Andina,CD Santiago,2023-08-27,2023-09-17,received,CLP,30
PO-20230827-001665,Andes Motion,CD Santiago,2023-08-27,2023-11-25,received,CLP,45
PO-20230828-000382,Hydroline Andina,CD Santiago,2023-08-28,2023-09-18,received,CLP,30
PO-20230828-001089,Maestranza Integral,CD Santiago,2023-08-28,2023-10-02,received,CLP,30
PO-20230829-000776,Industrial Flow Partners,CD Santiago,2023-08-29,2024-02-25,received,CLP,60
PO-20230829-002473,Hydroline Andina,CD Santiago,2023-08-29,2023-09-19,received,CLP,30
PO-20230829-002738,Maestranza Integral,CD Santiago,2023-08-29,2023-10-03,received,CLP,30
PO-20230830-000158,Andes Motion,CD Santiago,2023-08-30,2023-11-28,received,CLP,45
PO-20230830-001186,Tecfluid Norte,CD Santiago,2023-08-30,2023-10-24,received,CLP,30
PO-20230830-001264,Hydroline Andina,CD Santiago,2023-08-30,2023-09-20,received,CLP,30
PO-20230830-001842,Pacific Seal Supply,CD Santiago,2023-08-30,2024-01-27,received,CLP,45
PO-20230830-003079,Industrial Flow Partners,CD Santiago,2023-08-30,2024-02-26,received,CLP,60
PO-20230831-000545,Maestranza Integral,CD Santiago,2023-08-31,2023-10-05,received,CLP,30
PO-20230831-001246,Andes Motion,CD Santiago,2023-08-31,2023-11-29,received,CLP,45
PO-20230831-002071,Industrial Flow Partners,CD Santiago,2023-08-31,2024-02-27,received,CLP,60
PO-20230831-002594,Maestranza Integral,CD Santiago,2023-08-31,2023-10-05,received,CLP,30
PO-20230831-002730,Hydroline Andina,CD Santiago,2023-08-31,2023-09-21,received,CLP,30
PO-20230831-002768,Andes Motion,CD Santiago,2023-08-31,2023-11-29,received,CLP,45
PO-20230901-002703,Hydroline Andina,CD Santiago,2023-09-01,2023-09-22,received,CLP,30
PO-20230902-000002,Maestranza Integral,CD Santiago,2023-09-02,2023-10-07,received,CLP,30
PO-20230902-001356,Tecfluid Norte,CD Santiago,2023-09-02,2023-10-27,received,CLP,30
PO-20230902-002373,Hydroline Andina,CD Santiago,2023-09-02,2023-09-23,received,CLP,30
PO-20230902-002560,Maestranza Integral,CD Santiago,2023-09-02,2023-10-07,received,CLP,30
PO-20230903-001333,Maestranza Integral,CD Santiago,2023-09-03,2023-10-08,received,CLP,30
PO-20230903-001720,Hydroline Andina,CD Santiago,2023-09-03,2023-09-24,received,CLP,30
PO-20230903-002237,Andes Motion,CD Santiago,2023-09-03,2023-12-02,received,CLP,45
PO-20230904-002186,Industrial Flow Partners,CD Santiago,2023-09-04,2024-03-02,received,CLP,60
PO-20230905-002094,Pacific Seal Supply,CD Santiago,2023-09-05,2024-02-02,received,CLP,45
PO-20230905-002317,Tecfluid Norte,CD Santiago,2023-09-05,2023-10-30,received,CLP,30
PO-20230906-001295,Industrial Flow Partners,CD Santiago,2023-09-06,2024-03-04,received,CLP,60
PO-20230906-001497,Tecfluid Norte,CD Santiago,2023-09-06,2023-10-31,received,CLP,30
PO-20230906-003040,Tecfluid Norte,CD Santiago,2023-09-06,2023-10-31,received,CLP,30
PO-20230906-003151,Pacific Seal Supply,CD Santiago,2023-09-06,2024-02-03,received,CLP,45
PO-20230907-001319,Industrial Flow Partners,CD Santiago,2023-09-07,2024-03-05,received,CLP,60
PO-20230907-001858,Hydroline Andina,CD Santiago,2023-09-07,2023-09-28,received,CLP,30
PO-20230908-000673,Pacific Seal Supply,CD Santiago,2023-09-08,2024-02-05,received,CLP,45
PO-20230908-002637,Andes Motion,CD Santiago,2023-09-08,2023-12-07,received,CLP,45
PO-20230908-002935,Hydroline Andina,CD Santiago,2023-09-08,2023-09-29,received,CLP,30
PO-20230908-003005,Andes Motion,CD Santiago,2023-09-08,2023-12-07,received,CLP,45
PO-20230909-002428,Andes Motion,CD Santiago,2023-09-09,2023-12-08,received,CLP,45
PO-20230909-002818,Maestranza Integral,CD Santiago,2023-09-09,2023-10-14,received,CLP,30
PO-20230909-002971,Hydroline Andina,CD Santiago,2023-09-09,2023-09-30,received,CLP,30
PO-20230909-003049,Hydroline Andina,CD Santiago,2023-09-09,2023-09-30,received,CLP,30
PO-20230910-002414,Hydroline Andina,CD Santiago,2023-09-10,2023-10-01,received,CLP,30
PO-20230910-002446,Hydroline Andina,CD Santiago,2023-09-10,2023-10-01,received,CLP,30
PO-20230911-001044,Pacific Seal Supply,CD Santiago,2023-09-11,2024-02-08,received,CLP,45
PO-20230911-001838,Maestranza Integral,CD Santiago,2023-09-11,2023-10-16,received,CLP,30
PO-20230912-000262,Hydroline Andina,CD Santiago,2023-09-12,2023-10-03,received,CLP,30
PO-20230912-000478,Maestranza Integral,CD Santiago,2023-09-12,2023-10-17,received,CLP,30
PO-20230912-001378,Hydroline Andina,CD Santiago,2023-09-12,2023-10-03,received,CLP,30
PO-20230912-001935,Maestranza Integral,CD Santiago,2023-09-12,2023-10-17,received,CLP,30
PO-20230913-000011,Maestranza Integral,CD Santiago,2023-09-13,2023-10-18,received,CLP,30
PO-20230913-001258,Maestranza Integral,CD Santiago,2023-09-13,2023-10-18,received,CLP,30
PO-20230913-001480,Andes Motion,CD Santiago,2023-09-13,2023-12-12,received,CLP,45
PO-20230913-002743,Pacific Seal Supply,CD Santiago,2023-09-13,2024-02-10,received,CLP,45
PO-20230914-000090,Industrial Flow Partners,CD Santiago,2023-09-14,2024-03-12,received,CLP,60
PO-20230914-003133,Andes Motion,CD Santiago,2023-09-14,2023-12-13,received,CLP,45
PO-20230915-000586,Andes Motion,CD Santiago,2023-09-15,2023-12-14,received,CLP,45
PO-20230915-000769,Hydroline Andina,CD Santiago,2023-09-15,2023-10-06,received,CLP,30
PO-20230915-001704,Maestranza Integral,CD Santiago,2023-09-15,2023-10-20,received,CLP,30
PO-20230915-001812,Pacific Seal Supply,CD Santiago,2023-09-15,2024-02-12,received,CLP,45
PO-20230915-002072,Industrial Flow Partners,CD Santiago,2023-09-15,2024-03-13,received,CLP,60
PO-20230916-000154,Tecfluid Norte,CD Santiago,2023-09-16,2023-11-10,received,CLP,30
PO-20230916-001090,Maestranza Integral,CD Santiago,2023-09-16,2023-10-21,received,CLP,30
PO-20230916-001357,Tecfluid Norte,CD Santiago,2023-09-16,2023-11-10,received,CLP,30
PO-20230916-002085,Hydroline Andina,CD Santiago,2023-09-16,2023-10-07,received,CLP,30
PO-20230916-002528,Pacific Seal Supply,CD Santiago,2023-09-16,2024-02-13,received,CLP,45
PO-20230917-000756,Maestranza Integral,CD Santiago,2023-09-17,2023-10-22,received,CLP,30
PO-20230917-001171,Industrial Flow Partners,CD Santiago,2023-09-17,2024-03-15,received,CLP,60
PO-20230917-002610,Hydroline Andina,CD Santiago,2023-09-17,2023-10-08,received,CLP,30
PO-20230918-000354,Hydroline Andina,CD Santiago,2023-09-18,2023-10-09,received,CLP,30
PO-20230918-001227,Hydroline Andina,CD Santiago,2023-09-18,2023-10-09,received,CLP,30
PO-20230918-001428,Maestranza Integral,CD Santiago,2023-09-18,2023-10-23,received,CLP,30
PO-20230919-000231,Industrial Flow Partners,CD Santiago,2023-09-19,2024-03-17,received,CLP,60
PO-20230919-001193,Andes Motion,CD Santiago,2023-09-19,2023-12-18,received,CLP,45
PO-20230920-000930,Tecfluid Norte,CD Santiago,2023-09-20,2023-11-14,received,CLP,30
PO-20230920-001498,Tecfluid Norte,CD Santiago,2023-09-20,2023-11-14,received,CLP,30
PO-20230921-001660,Pacific Seal Supply,CD Santiago,2023-09-21,2024-02-18,received,CLP,45
PO-20230921-001963,Pacific Seal Supply,CD Santiago,2023-09-21,2024-02-18,received,CLP,45
PO-20230922-001898,Tecfluid Norte,CD Santiago,2023-09-22,2023-11-16,received,CLP,30
PO-20230922-002140,Maestranza Integral,CD Santiago,2023-09-22,2023-10-27,received,CLP,30
PO-20230923-000040,Hydroline Andina,CD Santiago,2023-09-23,2023-10-14,received,CLP,30
PO-20230923-000447,Industrial Flow Partners,CD Santiago,2023-09-23,2024-03-21,received,CLP,60
PO-20230923-001249,Industrial Flow Partners,CD Santiago,2023-09-23,2024-03-21,received,CLP,60
PO-20230923-001924,Tecfluid Norte,CD Santiago,2023-09-23,2023-11-17,received,CLP,30
PO-20230923-003186,Hydroline Andina,CD Santiago,2023-09-23,2023-10-14,received,CLP,30
PO-20230924-000099,Andes Motion,CD Santiago,2023-09-24,2023-12-23,received,CLP,45
PO-20230924-000410,Industrial Flow Partners,CD Santiago,2023-09-24,2024-03-22,received,CLP,60
PO-20230924-001016,Andes Motion,CD Santiago,2023-09-24,2023-12-23,received,CLP,45
PO-20230924-002057,Hydroline Andina,CD Santiago,2023-09-24,2023-10-15,received,CLP,30
PO-20230924-003016,Pacific Seal Supply,CD Santiago,2023-09-24,2024-02-21,received,CLP,45
PO-20230924-003065,Maestranza Integral,CD Santiago,2023-09-24,2023-10-29,received,CLP,30
PO-20230925-002595,Maestranza Integral,CD Santiago,2023-09-25,2023-10-30,received,CLP,30
PO-20230926-001646,Tecfluid Norte,CD Santiago,2023-09-26,2023-11-20,received,CLP,30
PO-20230926-001683,Maestranza Integral,CD Santiago,2023-09-26,2023-10-31,received,CLP,30
PO-20230926-001986,Industrial Flow Partners,CD Santiago,2023-09-26,2024-03-24,received,CLP,60
PO-20230926-002318,Tecfluid Norte,CD Santiago,2023-09-26,2023-11-20,received,CLP,30
PO-20230926-002739,Maestranza Integral,CD Santiago,2023-09-26,2023-10-31,received,CLP,30
PO-20230926-002987,Hydroline Andina,CD Santiago,2023-09-26,2023-10-17,received,CLP,30
PO-20230927-000640,Maestranza Integral,CD Santiago,2023-09-27,2023-11-01,received,CLP,30
PO-20230927-001643,Pacific Seal Supply,CD Santiago,2023-09-27,2024-02-24,received,CLP,45
PO-20230927-002638,Andes Motion,CD Santiago,2023-09-27,2023-12-26,received,CLP,45
PO-20230927-003152,Pacific Seal Supply,CD Santiago,2023-09-27,2024-02-24,received,CLP,45
PO-20230928-002302,Tecfluid Norte,CD Santiago,2023-09-28,2023-11-22,received,CLP,30
PO-20230928-002802,Pacific Seal Supply,CD Santiago,2023-09-28,2024-02-25,received,CLP,45
PO-20230928-002827,Andes Motion,CD Santiago,2023-09-28,2023-12-27,received,CLP,45
PO-20230929-001408,Pacific Seal Supply,CD Santiago,2023-09-29,2024-02-26,received,CLP,45
PO-20230929-001513,Maestranza Integral,CD Santiago,2023-09-29,2023-11-03,received,CLP,30
PO-20230930-002884,Hydroline Andina,CD Santiago,2023-09-30,2023-10-21,received,CLP,30
PO-20230930-003134,Andes Motion,CD Santiago,2023-09-30,2023-12-29,received,CLP,45
PO-20231001-000147,Hydroline Andina,CD Santiago,2023-10-01,2023-10-22,received,CLP,30
PO-20231001-000186,Hydroline Andina,CD Santiago,2023-10-01,2023-10-22,received,CLP,30
PO-20231001-002073,Industrial Flow Partners,CD Santiago,2023-10-01,2024-03-29,received,CLP,60
PO-20231002-000468,Industrial Flow Partners,CD Santiago,2023-10-02,2024-03-30,received,CLP,60
PO-20231002-001310,Andes Motion,CD Santiago,2023-10-02,2023-12-31,received,CLP,45
PO-20231002-001448,Tecfluid Norte,CD Santiago,2023-10-02,2023-11-26,received,CLP,30
PO-20231003-000687,Industrial Flow Partners,CD Santiago,2023-10-03,2024-03-31,received,CLP,60
PO-20231003-001330,Tecfluid Norte,CD Santiago,2023-10-03,2023-11-27,received,CLP,30
PO-20231004-000263,Hydroline Andina,CD Santiago,2023-10-04,2023-10-25,received,CLP,30
PO-20231004-000565,Tecfluid Norte,CD Santiago,2023-10-04,2023-11-28,received,CLP,30
PO-20231004-001574,Pacific Seal Supply,CD Santiago,2023-10-04,2024-03-02,received,CLP,45
PO-20231004-002415,Hydroline Andina,CD Santiago,2023-10-04,2023-10-25,received,CLP,30
PO-20231006-000896,Hydroline Andina,CD Santiago,2023-10-06,2023-10-27,received,CLP,30
PO-20231006-001499,Tecfluid Norte,CD Santiago,2023-10-06,2023-11-30,received,CLP,30
PO-20231006-001837,Andes Motion,CD Santiago,2023-10-06,2024-01-04,received,CLP,45
PO-20231006-002086,Hydroline Andina,CD Santiago,2023-10-06,2023-10-27,received,CLP,30
PO-20231006-002330,Maestranza Integral,CD Santiago,2023-10-06,2023-11-10,received,CLP,30
PO-20231008-001091,Maestranza Integral,CD Santiago,2023-10-08,2023-11-12,received,CLP,30
PO-20231008-002447,Hydroline Andina,CD Santiago,2023-10-08,2023-10-29,received,CLP,30
PO-20231009-001017,Andes Motion,CD Santiago,2023-10-09,2024-01-07,received,CLP,45
PO-20231009-001539,Tecfluid Norte,CD Santiago,2023-10-09,2023-12-03,received,CLP,30
PO-20231010-000742,Hydroline Andina,CD Santiago,2023-10-10,2023-10-31,received,CLP,30
PO-20231011-000355,Hydroline Andina,CD Santiago,2023-10-11,2023-11-01,received,CLP,30
PO-20231011-002108,Maestranza Integral,CD Santiago,2023-10-11,2023-11-15,received,CLP,30
PO-20231011-002306,Andes Motion,CD Santiago,2023-10-11,2024-01-09,received,CLP,45
PO-20231011-002901,Tecfluid Norte,CD Santiago,2023-10-11,2023-12-05,received,CLP,30
PO-20231012-000709,Hydroline Andina,CD Santiago,2023-10-12,2023-11-02,received,CLP,30
PO-20231012-002011,Hydroline Andina,CD Santiago,2023-10-12,2023-11-02,received,CLP,30
PO-20231012-002790,Tecfluid Norte,CD Santiago,2023-10-12,2023-12-06,received,CLP,30
PO-20231013-001134,Hydroline Andina,CD Santiago,2023-10-13,2023-11-03,received,CLP,30
PO-20231013-002510,Andes Motion,CD Santiago,2023-10-13,2024-01-11,received,CLP,45
PO-20231013-002782,Industrial Flow Partners,CD Santiago,2023-10-13,2024-04-10,received,CLP,60
PO-20231013-002836,Andes Motion,CD Santiago,2023-10-13,2024-01-11,received,CLP,45
PO-20231014-001265,Hydroline Andina,CD Santiago,2023-10-14,2023-11-04,received,CLP,30
PO-20231014-001781,Pacific Seal Supply,CD Santiago,2023-10-14,2024-03-12,received,CLP,45
PO-20231015-000301,Industrial Flow Partners,CD Santiago,2023-10-15,2024-04-12,received,CLP,60
PO-20231015-000411,Industrial Flow Partners,CD Santiago,2023-10-15,2024-04-12,received,CLP,60
PO-20231015-001833,Hydroline Andina,CD Santiago,2023-10-15,2023-11-05,received,CLP,30
PO-20231015-002963,Pacific Seal Supply,CD Santiago,2023-10-15,2024-03-13,received,CLP,45
PO-20231015-003135,Andes Motion,CD Santiago,2023-10-15,2024-01-13,received,CLP,45
PO-20231016-000069,Hydroline Andina,CD Santiago,2023-10-16,2023-11-06,received,CLP,30
PO-20231016-000221,Hydroline Andina,CD Santiago,2023-10-16,2023-11-06,received,CLP,30
PO-20231016-000852,Andes Motion,CD Santiago,2023-10-16,2024-01-14,received,CLP,45
PO-20231017-000814,Andes Motion,CD Santiago,2023-10-17,2024-01-15,received,CLP,45
PO-20231017-001041,Pacific Seal Supply,CD Santiago,2023-10-17,2024-03-15,received,CLP,45
PO-20231017-001795,Tecfluid Norte,CD Santiago,2023-10-17,2023-12-11,received,CLP,30
PO-20231017-001882,Tecfluid Norte,CD Santiago,2023-10-17,2023-12-11,received,CLP,30
PO-20231017-002173,Maestranza Integral,CD Santiago,2023-10-17,2023-11-21,received,CLP,30
PO-20231017-002561,Maestranza Integral,CD Santiago,2023-10-17,2023-11-21,received,CLP,30
PO-20231017-003109,Hydroline Andina,CD Santiago,2023-10-17,2023-11-07,received,CLP,30
PO-20231017-003116,Tecfluid Norte,CD Santiago,2023-10-17,2023-12-11,received,CLP,30
PO-20231017-003199,Maestranza Integral,CD Santiago,2023-10-17,2023-11-21,received,CLP,30
PO-20231018-001162,Pacific Seal Supply,CD Santiago,2023-10-18,2024-03-16,received,CLP,45
PO-20231019-000335,Hydroline Andina,CD Santiago,2023-10-19,2023-11-09,received,CLP,30
PO-20231019-001891,Maestranza Integral,CD Santiago,2023-10-19,2023-11-23,received,CLP,30
PO-20231019-002141,Maestranza Integral,CD Santiago,2023-10-19,2023-11-23,received,CLP,30
PO-20231020-000843,Industrial Flow Partners,CD Santiago,2023-10-20,2024-04-17,received,CLP,60
PO-20231020-002047,Maestranza Integral,CD Santiago,2023-10-20,2023-11-24,received,CLP,30
PO-20231020-002386,Andes Motion,CD Santiago,2023-10-20,2024-01-18,received,CLP,45
PO-20231020-002501,Tecfluid Norte,CD Santiago,2023-10-20,2023-12-14,received,CLP,30
PO-20231020-002698,Industrial Flow Partners,CD Santiago,2023-10-20,2024-04-17,received,CLP,60
PO-20231021-002348,Hydroline Andina,CD Santiago,2023-10-21,2023-11-11,received,CLP,30
PO-20231022-000456,Pacific Seal Supply,CD Santiago,2023-10-22,2024-03-20,received,CLP,45
PO-20231022-000960,Hydroline Andina,CD Santiago,2023-10-22,2023-11-12,received,CLP,30
PO-20231023-001283,Tecfluid Norte,CD Santiago,2023-10-23,2023-12-17,received,CLP,30
PO-20231023-001379,Hydroline Andina,CD Santiago,2023-10-23,2023-11-13,received,CLP,30
PO-20231023-002169,Hydroline Andina,CD Santiago,2023-10-23,2023-11-13,received,CLP,30
PO-20231024-001766,Maestranza Integral,CD Santiago,2023-10-24,2023-11-28,received,CLP,30
PO-20231025-001721,Hydroline Andina,CD Santiago,2023-10-25,2023-11-15,received,CLP,30
PO-20231025-002000,Industrial Flow Partners,CD Santiago,2023-10-25,2024-04-22,received,CLP,60
PO-20231026-001067,Tecfluid Norte,CD Santiago,2023-10-26,2023-12-20,received,CLP,30
PO-20231026-002416,Hydroline Andina,CD Santiago,2023-10-26,2023-11-16,received,CLP,30
PO-20231026-002803,Pacific Seal Supply,CD Santiago,2023-10-26,2024-03-24,received,CLP,45
PO-20231026-002936,Hydroline Andina,CD Santiago,2023-10-26,2023-11-16,received,CLP,30
PO-20231026-003050,Hydroline Andina,CD Santiago,2023-10-26,2023-11-16,received,CLP,30
PO-20231027-000383,Hydroline Andina,CD Santiago,2023-10-27,2023-11-17,received,CLP,30
PO-20231028-000546,Maestranza Integral,CD Santiago,2023-10-28,2023-12-02,received,CLP,30
PO-20231028-000721,Andes Motion,CD Santiago,2023-10-28,2024-01-26,received,CLP,45
PO-20231028-002253,Hydroline Andina,CD Santiago,2023-10-28,2023-11-18,received,CLP,30
PO-20231029-002395,Hydroline Andina,CD Santiago,2023-10-29,2023-11-19,received,CLP,30
PO-20231029-002824,Tecfluid Norte,CD Santiago,2023-10-29,2023-12-23,received,CLP,30
PO-20231030-000454,Hydroline Andina,CD Santiago,2023-10-30,2023-11-20,received,CLP,30
PO-20231030-001337,Andes Motion,CD Santiago,2023-10-30,2024-01-28,received,CLP,45
PO-20231030-002335,Hydroline Andina,CD Santiago,2023-10-30,2023-11-20,received,CLP,30
PO-20231030-002448,Hydroline Andina,CD Santiago,2023-10-30,2023-11-20,received,CLP,30
PO-20231031-000815,Andes Motion,CD Santiago,2023-10-31,2024-01-29,received,CLP,45
PO-20231031-001635,Industrial Flow Partners,CD Santiago,2023-10-31,2024-04-28,received,CLP,60
PO-20231031-003006,Andes Motion,CD Santiago,2023-10-31,2024-01-29,received,CLP,45
PO-20231101-000045,Tecfluid Norte,CD Santiago,2023-11-01,2023-12-26,received,CLP,30
PO-20231101-001603,Andes Motion,CD Santiago,2023-11-01,2024-01-30,received,CLP,45
PO-20231101-002649,Industrial Flow Partners,CD Santiago,2023-11-01,2024-04-29,received,CLP,60
PO-20231101-002712,Andes Motion,CD Santiago,2023-11-01,2024-01-30,received,CLP,45
PO-20231102-000356,Hydroline Andina,CD Santiago,2023-11-02,2023-11-23,received,CLP,30
PO-20231102-002297,Tecfluid Norte,CD Santiago,2023-11-02,2023-12-27,received,CLP,30
PO-20231103-000525,Hydroline Andina,CD Santiago,2023-11-03,2023-11-24,received,CLP,30
PO-20231103-002087,Hydroline Andina,CD Santiago,2023-11-03,2023-11-24,received,CLP,30
PO-20231103-002109,Maestranza Integral,CD Santiago,2023-11-03,2023-12-08,received,CLP,30
PO-20231104-000204,Pacific Seal Supply,CD Santiago,2023-11-04,2024-04-02,received,CLP,45
PO-20231104-001409,Pacific Seal Supply,CD Santiago,2023-11-04,2024-04-02,received,CLP,45
PO-20231104-001537,Pacific Seal Supply,CD Santiago,2023-11-04,2024-04-02,received,CLP,45
PO-20231104-001987,Industrial Flow Partners,CD Santiago,2023-11-04,2024-05-02,received,CLP,60
PO-20231105-000330,Tecfluid Norte,CD Santiago,2023-11-05,2023-12-30,received,CLP,30
PO-20231105-001289,Andes Motion,CD Santiago,2023-11-05,2024-02-03,received,CLP,45
PO-20231105-002208,Industrial Flow Partners,CD Santiago,2023-11-05,2024-05-03,received,CLP,60
PO-20231106-000187,Hydroline Andina,CD Santiago,2023-11-06,2023-11-27,received,CLP,30
PO-20231106-001523,Pacific Seal Supply,CD Santiago,2023-11-06,2024-04-04,received,CLP,45
PO-20231106-001541,Industrial Flow Partners,CD Santiago,2023-11-06,2024-05-04,received,CLP,60
PO-20231107-000710,Hydroline Andina,CD Santiago,2023-11-07,2023-11-28,received,CLP,30
PO-20231107-002721,Maestranza Integral,CD Santiago,2023-11-07,2023-12-12,received,CLP,30
PO-20231108-000017,Industrial Flow Partners,CD Santiago,2023-11-08,2024-05-06,received,CLP,60
PO-20231108-001588,Tecfluid Norte,CD Santiago,2023-11-08,2024-01-02,received,CLP,30
PO-20231109-002755,Tecfluid Norte,CD Santiago,2023-11-09,2024-01-03,received,CLP,30
PO-20231110-000286,Andes Motion,CD Santiago,2023-11-10,2024-02-08,received,CLP,45
PO-20231110-000781,Industrial Flow Partners,CD Santiago,2023-11-10,2024-05-08,received,CLP,60
PO-20231110-002837,Andes Motion,CD Santiago,2023-11-10,2024-02-08,received,CLP,45
PO-20231111-000604,Andes Motion,CD Santiago,2023-11-11,2024-02-09,received,CLP,45
PO-20231111-000607,Maestranza Integral,CD Santiago,2023-11-11,2023-12-16,received,CLP,30
PO-20231111-000788,Tecfluid Norte,CD Santiago,2023-11-11,2024-01-05,received,CLP,30
PO-20231111-000916,Industrial Flow Partners,CD Santiago,2023-11-11,2024-05-09,received,CLP,60
PO-20231111-001846,Andes Motion,CD Santiago,2023-11-11,2024-02-09,received,CLP,45
PO-20231111-002268,Andes Motion,CD Santiago,2023-11-11,2024-02-09,received,CLP,45
PO-20231111-002937,Hydroline Andina,CD Santiago,2023-11-11,2023-12-02,received,CLP,30
PO-20231111-002999,Tecfluid Norte,CD Santiago,2023-11-11,2024-01-05,received,CLP,30
PO-20231113-000657,Industrial Flow Partners,CD Santiago,2023-11-13,2024-05-11,received,CLP,60
PO-20231114-000469,Industrial Flow Partners,CD Santiago,2023-11-14,2024-05-12,received,CLP,60
PO-20231115-001195,Andes Motion,CD Santiago,2023-11-15,2024-02-13,received,CLP,45
PO-20231115-001500,Tecfluid Norte,CD Santiago,2023-11-15,2024-01-09,received,CLP,30
PO-20231115-001566,Industrial Flow Partners,CD Santiago,2023-11-15,2024-05-13,received,CLP,60
PO-20231115-001936,Maestranza Integral,CD Santiago,2023-11-15,2023-12-20,received,CLP,30
PO-20231115-002358,Tecfluid Norte,CD Santiago,2023-11-15,2024-01-09,received,CLP,30
PO-20231115-002804,Pacific Seal Supply,CD Santiago,2023-11-15,2024-04-13,received,CLP,45
PO-20231115-003169,Andes Motion,CD Santiago,2023-11-15,2024-02-13,received,CLP,45
PO-20231116-000853,Andes Motion,CD Santiago,2023-11-16,2024-02-14,received,CLP,45
PO-20231116-002449,Hydroline Andina,CD Santiago,2023-11-16,2023-12-07,received,CLP,30
PO-20231116-002828,Andes Motion,CD Santiago,2023-11-16,2024-02-14,received,CLP,45
PO-20231117-000547,Maestranza Integral,CD Santiago,2023-11-17,2023-12-22,received,CLP,30
PO-20231117-000592,Tecfluid Norte,CD Santiago,2023-11-17,2024-01-11,received,CLP,30
PO-20231117-000629,Hydroline Andina,CD Santiago,2023-11-17,2023-12-08,received,CLP,30
PO-20231117-000897,Hydroline Andina,CD Santiago,2023-11-17,2023-12-08,received,CLP,30
PO-20231117-001617,Maestranza Integral,CD Santiago,2023-11-17,2023-12-22,received,CLP,30
PO-20231117-001771,Maestranza Integral,CD Santiago,2023-11-17,2023-12-22,received,CLP,30
PO-20231117-002374,Hydroline Andina,CD Santiago,2023-11-17,2023-12-08,received,CLP,30
PO-20231118-000740,Tecfluid Norte,CD Santiago,2023-11-18,2024-01-12,received,CLP,30
PO-20231118-000869,Hydroline Andina,CD Santiago,2023-11-18,2023-12-09,received,CLP,30
PO-20231118-001813,Pacific Seal Supply,CD Santiago,2023-11-18,2024-04-16,received,CLP,45
PO-20231118-002785,Tecfluid Norte,CD Santiago,2023-11-18,2024-01-12,received,CLP,30
PO-20231118-002871,Andes Motion,CD Santiago,2023-11-18,2024-02-16,received,CLP,45
PO-20231119-000384,Hydroline Andina,CD Santiago,2023-11-19,2023-12-10,received,CLP,30
PO-20231120-000357,Hydroline Andina,CD Santiago,2023-11-20,2023-12-11,received,CLP,30
PO-20231120-000833,Andes Motion,CD Santiago,2023-11-20,2024-02-18,received,CLP,45
PO-20231120-002417,Hydroline Andina,CD Santiago,2023-11-20,2023-12-11,received,CLP,30
PO-20231120-003041,Tecfluid Norte,CD Santiago,2023-11-20,2024-01-14,received,CLP,30
PO-20231121-001055,Andes Motion,CD Santiago,2023-11-21,2024-02-19,received,CLP,45
PO-20231121-002200,Industrial Flow Partners,CD Santiago,2023-11-21,2024-05-19,received,CLP,60
PO-20231122-001238,Maestranza Integral,CD Santiago,2023-11-22,2023-12-27,received,CLP,30
PO-20231122-001980,Pacific Seal Supply,CD Santiago,2023-11-22,2024-04-20,received,CLP,45
PO-20231123-001955,Hydroline Andina,CD Santiago,2023-11-23,2023-12-14,received,CLP,30
PO-20231123-002209,Industrial Flow Partners,CD Santiago,2023-11-23,2024-05-21,received,CLP,60
PO-20231124-001736,Maestranza Integral,CD Santiago,2023-11-24,2023-12-29,received,CLP,30
PO-20231124-002611,Hydroline Andina,CD Santiago,2023-11-24,2023-12-15,received,CLP,30
PO-20231125-000079,Maestranza Integral,CD Santiago,2023-11-25,2023-12-30,received,CLP,30
PO-20231125-001358,Tecfluid Norte,CD Santiago,2023-11-25,2024-01-19,received,CLP,30
