po_id,po_line_id,sku,ordered_qty,unit_cost,line_amount,moq_applied
PO-20230613-000037,PO-20230613-000037-L01,SKU-00013,4,321571.0,1286284.0,2
PO-20230613-002142,PO-20230613-002142-L01,SKU-00407,3,348952.0,1046856.0,1
PO-20230613-003471,PO-20230613-003471-L01,SKU-00651,32,1273181.0,40741792.0,2
PO-20230614-000361,PO-20230614-000361-L01,SKU-00070,26,1163905.0,30261530.0,1
PO-20230614-000421,PO-20230614-000421-L01,SKU-00082,10,338567.0,3385670.0,5
PO-20230614-000883,PO-20230614-000883-L01,SKU-00168,20,971110.0,19422200.0,5
PO-20230614-003386,PO-20230614-003386-L01,SKU-00635,2,497330.0,994660.0,1
PO-20230615-002416,PO-20230615-002416-L01,SKU-00457,3,1528984.0,4586952.0,1
PO-20230615-002770,PO-20230615-002770-L01,SKU-00525,4,448236.0,1792944.0,2
PO-20230615-003675,PO-20230615-003675-L01,SKU-00693,10,2170153.0,21701530.0,5
PO-20230616-001887,PO-20230616-001887-L01,SKU-00374,3,257130.0,771390.0,1
PO-20230616-002111,PO-20230616-002111-L01,SKU-00401,22,79037.0,1738814.0,1
PO-20230616-002638,PO-20230616-002638-L01,SKU-00497,10,57647.0,576470.0,10
PO-20230616-003828,PO-20230616-003828-L01,SKU-00729,10,3158981.0,31589810.0,5
PO-20230617-002862,PO-20230617-002862-L01,SKU-00540,30,197198.0,5915940.0,10
PO-20230617-003342,PO-20230617-003342-L01,SKU-00622,33,1791429.0,59117157.0,1
PO-20230617-004115,PO-20230617-004115-L01,SKU-00783,27,168024.0,4536648.0,1
PO-20230618-001073,PO-20230618-001073-L01,SKU-00204,4,120811.0,483244.0,2
PO-20230618-002122,PO-20230618-002122-L01,SKU-00402,25,1381097.0,34527425.0,5
PO-20230618-002609,PO-20230618-002609-L01,SKU-00494,15,532928.0,7993920.0,1
PO-20230618-003786,PO-20230618-003786-L01,SKU-00716,5,338758.0,1693790.0,5
PO-20230618-003950,PO-20230618-003950-L01,SKU-00749,5,22479.0,112395.0,5
PO-20230619-001676,PO-20230619-001676-L01,SKU-00337,17,1128366.0,19182222.0,1
PO-20230619-002217,PO-20230619-002217-L01,SKU-00419,5,911596.0,4557980.0,1
PO-20230620-000829,PO-20230620-000829-L01,SKU-00159,12,450713.0,5408556.0,2
PO-20230620-001747,PO-20230620-001747-L01,SKU-00352,20,1426000.0,28520000.0,10
PO-20230620-002195,PO-20230620-002195-L01,SKU-00416,2,112509.0,225018.0,1
PO-20230620-002944,PO-20230620-002944-L01,SKU-00554,20,892211.0,17844220.0,10
PO-20230620-003841,PO-20230620-003841-L01,SKU-00731,10,1857064.0,18570640.0,5
PO-20230620-003867,PO-20230620-003867-L01,SKU-00734,23,753231.0,17324313.0,1
PO-20230621-000339,PO-20230621-000339-L01,SKU-00068,10,1868911.0,18689110.0,5
PO-20230621-004240,PO-20230621-004240-L01,SKU-00798,35,7241.0,253435.0,5
PO-20230622-000260,PO-20230622-000260-L01,SKU-00058,7,465144.0,3256008.0,1
PO-20230622-000686,PO-20230622-000686-L01,SKU-00135,10,4583176.0,45831760.0,5
PO-20230622-001153,PO-20230622-001153-L01,SKU-00219,4,440787.0,1763148.0,1
PO-20230622-001945,PO-20230622-001945-L01,SKU-00380,42,5908255.0,248146710.0,1
PO-20230622-003620,PO-20230622-003620-L01,SKU-00680,15,233207.0,3498105.0,5
PO-20230623-000144,PO-20230623-000144-L01,SKU-00033,6,49127.0,294762.0,2
PO-20230623-000614,PO-20230623-000614-L01,SKU-00124,15,461645.0,6924675.0,5
PO-20230623-003079,PO-20230623-003079-L01,SKU-00580,2,2985668.0,5971336.0,1
PO-20230624-000309,PO-20230624-000309-L01,SKU-00064,8,3260875.0,26087000.0,2
PO-20230624-000392,PO-20230624-000392-L01,SKU-00076,5,38167.0,190835.0,5
PO-20230624-001496,PO-20230624-001496-L01,SKU-00293,3,826933.0,2480799.0,1
PO-20230624-003704,PO-20230624-003704-L01,SKU-00699,36,260127.0,9364572.0,2
PO-20230625-000347,PO-20230625-000347-L01,SKU-00069,6,1428681.0,8572086.0,2
PO-20230625-002592,PO-20230625-002592-L01,SKU-00492,51,1847470.0,94220970.0,1
PO-20230625-003780,PO-20230625-003780-L01,SKU-00713,5,65479.0,327395.0,5
PO-20230625-003884,PO-20230625-003884-L01,SKU-00736,2,559690.0,1119380.0,1
PO-20230625-004227,PO-20230625-004227-L01,SKU-00796,3,708223.0,2124669.0,1
PO-20230626-000926,PO-20230626-000926-L01,SKU-00176,5,62635.0,313175.0,5
PO-20230626-001714,PO-20230626-001714-L01,SKU-00347,3,3753644.0,11260932.0,1
PO-20230626-002173,PO-20230626-002173-L01,SKU-00413,4,350625.0,1402500.0,2
PO-20230626-002409,PO-20230626-002409-L01,SKU-00456,3,1248885.0,3746655.0,1
PO-20230626-002582,PO-20230626-002582-L01,SKU-00489,3,2123704.0,6371112.0,1
PO-20230627-001391,PO-20230627-001391-L01,SKU-00273,2,141940.0,283880.0,2
PO-20230627-002089,PO-20230627-002089-L01,SKU-00397,8,1076111.0,8608888.0,2
PO-20230627-002490,PO-20230627-002490-L01,SKU-00473,10,363855.0,3638550.0,5
PO-20230627-003277,PO-20230627-003277-L01,SKU-00611,19,1041540.0,19789260.0,1
PO-20230628-000734,PO-20230628-000734-L01,SKU-00141,4,718993.0,2875972.0,2
PO-20230628-002884,PO-20230628-002884-L01,SKU-00541,6,4834959.0,29009754.0,1
PO-20230628-003091,PO-20230628-003091-L01,SKU-00581,5,1566504.0,7832520.0,1
PO-20230628-003878,PO-20230628-003878-L01,SKU-00735,4,262179.0,1048716.0,1
PO-20230629-000129,PO-20230629-000129-L01,SKU-00029,3,124822.0,374466.0,1
PO-20230629-000294,PO-20230629-000294-L01,SKU-00062,20,83355.0,1667100.0,10
PO-20230629-001257,PO-20230629-001257-L01,SKU-00241,24,3144667.0,75472008.0,2
PO-20230629-002563,PO-20230629-002563-L01,SKU-00487,48,3400860.0,163241280.0,1
PO-20230629-002697,PO-20230629-002697-L01,SKU-00509,16,345340.0,5525440.0,2
PO-20230630-000592,PO-20230630-000592-L01,SKU-00122,26,65496.0,1702896.0,1
PO-20230630-001917,PO-20230630-001917-L01,SKU-00378,22,164030.0,3608660.0,1
PO-20230630-002538,PO-20230630-002538-L01,SKU-00483,2,1499814.0,2999628.0,1
PO-20230701-000738,PO-20230701-000738-L01,SKU-00142,2,71317.0,142634.0,2
PO-20230701-002265,PO-20230701-002265-L01,SKU-00424,3,544827.0,1634481.0,1
PO-20230701-002793,PO-20230701-002793-L01,SKU-00532,10,226892.0,2268920.0,2
PO-20230701-003377,PO-20230701-003377-L01,SKU-00632,4,4808604.0,19234416.0,2
PO-20230702-000329,PO-20230702-000329-L01,SKU-00067,10,87760.0,877600.0,5
PO-20230702-003497,PO-20230702-003497-L01,SKU-00657,2,1931786.0,3863572.0,2
PO-20230703-000091,PO-20230703-000091-L01,SKU-00022,2,939473.0,1878946.0,2
PO-20230703-003456,PO-20230703-003456-L01,SKU-00650,5,69872.0,349360.0,5
PO-20230704-001546,PO-20230704-001546-L01,SKU-00304,2,7605.0,15210.0,1
PO-20230704-002048,PO-20230704-002048-L01,SKU-00394,4,679684.0,2718736.0,2
PO-20230704-003406,PO-20230704-003406-L01,SKU-00638,8,168330.0,1346640.0,2
PO-20230705-000068,PO-20230705-000068-L01,SKU-00017,6,180404.0,1082424.0,2
PO-20230705-000241,PO-20230705-000241-L01,SKU-00054,4,599214.0,2396856.0,2
PO-20230705-003154,PO-20230705-003154-L01,SKU-00587,10,537318.0,5373180.0,10
PO-20230705-003445,PO-20230705-003445-L01,SKU-00645,4,7154351.0,28617404.0,2
PO-20230705-003808,PO-20230705-003808-L01,SKU-00723,4,403842.0,1615368.0,2
PO-20230706-000535,PO-20230706-000535-L01,SKU-00110,4,830038.0,3320152.0,2
PO-20230706-001088,PO-20230706-001088-L01,SKU-00206,6,1287292.0,7723752.0,2
PO-20230706-001845,PO-20230706-001845-L01,SKU-00369,9,394981.0,3554829.0,1
PO-20230707-000673,PO-20230707-000673-L01,SKU-00134,10,307609.0,3076090.0,5
PO-20230707-002249,PO-20230707-002249-L01,SKU-00423,30,5936.0,178080.0,10
PO-20230707-002822,PO-20230707-002822-L01,SKU-00536,8,373007.0,2984056.0,2
PO-20230707-003032,PO-20230707-003032-L01,SKU-00573,4,1128585.0,4514340.0,2
PO-20230707-003572,PO-20230707-003572-L01,SKU-00667,5,439354.0,2196770.0,1
PO-20230708-004048,PO-20230708-004048-L01,SKU-00772,4,346195.0,1384780.0,2
PO-20230709-000051,PO-20230709-000051-L01,SKU-00015,40,3562987.0,142519480.0,10
PO-20230709-001080,PO-20230709-001080-L01,SKU-00205,4,410015.0,1640060.0,1
PO-20230709-001303,PO-20230709-001303-L01,SKU-00255,2,660139.0,1320278.0,1
PO-20230709-001829,PO-20230709-001829-L01,SKU-00366,4,719163.0,2876652.0,2
PO-20230709-003063,PO-20230709-003063-L01,SKU-00579,7,416999.0,2918993.0,1
PO-20230709-003821,PO-20230709-003821-L01,SKU-00727,18,30650.0,551700.0,2
PO-20230710-000017,PO-20230710-000017-L01,SKU-00006,4,2061814.0,8247256.0,1
PO-20230710-001161,PO-20230710-001161-L01,SKU-00222,11,339252.0,3731772.0,1
PO-20230710-001537,PO-20230710-001537-L01,SKU-00303,5,332680.0,1663400.0,1
PO-20230710-002218,PO-20230710-002218-L01,SKU-00419,15,926113.0,13891695.0,1
PO-20230710-003472,PO-20230710-003472-L01,SKU-00651,26,1323420.0,34408920.0,2
PO-20230711-000758,PO-20230711-000758-L01,SKU-00147,5,1592922.0,7964610.0,5
PO-20230711-001660,PO-20230711-001660-L01,SKU-00334,2,1302322.0,2604644.0,2
PO-20230711-001854,PO-20230711-001854-L01,SKU-00370,6,99263.0,595578.0,2
PO-20230711-002666,PO-20230711-002666-L01,SKU-00504,4,873598.0,3494392.0,2
PO-20230711-003981,PO-20230711-003981-L01,SKU-00756,4,1519984.0,6079936.0,2
PO-20230711-004241,PO-20230711-004241-L01,SKU-00798,15,6933.0,103995.0,5
PO-20230712-000707,PO-20230712-000707-L01,SKU-00137,3,3223856.0,9671568.0,1
PO-20230712-001414,PO-20230712-001414-L01,SKU-00277,10,1114733.0,11147330.0,2
PO-20230712-001520,PO-20230712-001520-L01,SKU-00300,2,1488019.0,2976038.0,2
PO-20230712-002807,PO-20230712-002807-L01,SKU-00534,4,54475.0,217900.0,2
PO-20230712-003261,PO-20230712-003261-L01,SKU-00609,8,12412.0,99296.0,2
PO-20230713-000548,PO-20230713-000548-L01,SKU-00112,10,101008.0,1010080.0,5
PO-20230713-001478,PO-20230713-001478-L01,SKU-00291,36,3272976.0,117827136.0,2
PO-20230713-002061,PO-20230713-002061-L01,SKU-00395,8,140652.0,1125216.0,1
PO-20230713-002123,PO-20230713-002123-L01,SKU-00402,55,1389653.0,76430915.0,5
PO-20230713-002610,PO-20230713-002610-L01,SKU-00494,8,565961.0,4527688.0,1
PO-20230713-002726,PO-20230713-002726-L01,SKU-00514,5,501407.0,2507035.0,5
PO-20230713-003428,PO-20230713-003428-L01,SKU-00641,60,611951.0,36717060.0,5
PO-20230714-001995,PO-20230714-001995-L01,SKU-00388,11,363651.0,4000161.0,1
PO-20230714-002564,PO-20230714-002564-L01,SKU-00487,40,3343488.0,133739520.0,1
PO-20230714-002945,PO-20230714-002945-L01,SKU-00554,20,923842.0,18476840.0,10
PO-20230714-003790,PO-20230714-003790-L01,SKU-00718,2,3802026.0,7604052.0,2
PO-20230714-004101,PO-20230714-004101-L01,SKU-00782,7,423064.0,2961448.0,1
PO-20230714-004208,PO-20230714-004208-L01,SKU-00794,2,508611.0,1017222.0,1
PO-20230715-000491,PO-20230715-000491-L01,SKU-00099,10,1821650.0,18216500.0,10
PO-20230715-001348,PO-20230715-001348-L01,SKU-00263,24,20128.0,483072.0,1
PO-20230715-001422,PO-20230715-001422-L01,SKU-00281,10,140451.0,1404510.0,2
PO-20230715-004140,PO-20230715-004140-L01,SKU-00784,22,2518803.0,55413666.0,2
PO-20230716-000317,PO-20230716-000317-L01,SKU-00065,5,376540.0,1882700.0,5
PO-20230716-001445,PO-20230716-001445-L01,SKU-00284,6,921147.0,5526882.0,2
PO-20230716-003092,PO-20230716-003092-L01,SKU-00581,4,1507962.0,6031848.0,1
PO-20230716-003599,PO-20230716-003599-L01,SKU-00674,2,654264.0,1308528.0,1
PO-20230717-001458,PO-20230717-001458-L01,SKU-00288,2,1488426.0,2976852.0,2
PO-20230717-002014,PO-20230717-002014-L01,SKU-00391,8,219835.0,1758680.0,2
PO-20230717-004042,PO-20230717-004042-L01,SKU-00770,2,224147.0,448294.0,2
PO-20230718-000508,PO-20230718-000508-L01,SKU-00105,2,910736.0,1821472.0,1
PO-20230718-001329,PO-20230718-001329-L01,SKU-00260,2,572341.0,1144682.0,2
PO-20230719-001258,PO-20230719-001258-L01,SKU-00241,16,3107775.0,49724400.0,2
PO-20230719-001811,PO-20230719-001811-L01,SKU-00361,4,2045981.0,8183924.0,2
PO-20230719-002427,PO-20230719-002427-L01,SKU-00460,15,636186.0,9542790.0,5
PO-20230719-002470,PO-20230719-002470-L01,SKU-00470,6,348116.0,2088696.0,2
PO-20230719-002962,PO-20230719-002962-L01,SKU-00555,5,1544828.0,7724140.0,5
PO-20230720-000626,PO-20230720-000626-L01,SKU-00125,5,24059.0,120295.0,1
PO-20230720-000687,PO-20230720-000687-L01,SKU-00135,35,4763471.0,166721485.0,5
PO-20230720-001230,PO-20230720-001230-L01,SKU-00236,4,302195.0,1208780.0,2
PO-20230720-002836,PO-20230720-002836-L01,SKU-00537,10,423097.0,4230970.0,10
PO-20230721-001573,PO-20230721-001573-L01,SKU-00308,10,1392783.0,13927830.0,2
PO-20230721-002518,PO-20230721-002518-L01,SKU-00480,30,1376145.0,41284350.0,5
PO-20230722-000081,PO-20230722-000081-L01,SKU-00020,5,1164769.0,5823845.0,1
PO-20230722-000652,PO-20230722-000652-L01,SKU-00130,3,508437.0,1525311.0,1
PO-20230722-002491,PO-20230722-002491-L01,SKU-00473,10,352300.0,3523000.0,5
PO-20230723-000666,PO-20230723-000666-L01,SKU-00133,2,607752.0,1215504.0,1
PO-20230723-002410,PO-20230723-002410-L01,SKU-00456,11,1305094.0,14356034.0,1
PO-20230723-003016,PO-20230723-003016-L01,SKU-00568,4,71088.0,284352.0,2
PO-20230723-003896,PO-20230723-003896-L01,SKU-00737,3,3082753.0,9248259.0,1
PO-20230723-003951,PO-20230723-003951-L01,SKU-00749,20,21967.0,439340.0,5
PO-20230723-004219,PO-20230723-004219-L01,SKU-00795,9,446870.0,4021830.0,1
PO-20230724-000223,PO-20230724-000223-L01,SKU-00051,13,2453442.0,31894746.0,1
PO-20230724-001703,PO-20230724-001703-L01,SKU-00343,21,105690.0,2219490.0,1
PO-20230724-002739,PO-20230724-002739-L01,SKU-00517,10,113127.0,1131270.0,5
PO-20230725-000295,PO-20230725-000295-L01,SKU-00062,30,84981.0,2549430.0,10
PO-20230725-000310,PO-20230725-000310-L01,SKU-00064,6,3204241.0,19225446.0,2
PO-20230725-000430,PO-20230725-000430-L01,SKU-00083,4,136152.0,544608.0,1
PO-20230725-002049,PO-20230725-002049-L01,SKU-00394,6,630168.0,3781008.0,2
PO-20230725-003155,PO-20230725-003155-L01,SKU-00587,20,506371.0,10127420.0,10
PO-20230725-003582,PO-20230725-003582-L01,SKU-00668,3,1182033.0,3546099.0,1
PO-20230726-000052,PO-20230726-000052-L01,SKU-00015,40,3650444.0,146017760.0,10
PO-20230726-001015,PO-20230726-001015-L01,SKU-00196,20,4427242.0,88544840.0,10
PO-20230726-001190,PO-20230726-001190-L01,SKU-00225,4,719809.0,2879236.0,1
PO-20230726-001869,PO-20230726-001869-L01,SKU-00373,2,692479.0,1384958.0,2
PO-20230726-002586,PO-20230726-002586-L01,SKU-00490,10,253072.0,2530720.0,2
PO-20230726-002823,PO-20230726-002823-L01,SKU-00536,26,376886.0,9799036.0,2
PO-20230726-003473,PO-20230726-003473-L01,SKU-00651,20,1385326.0,27706520.0,2
PO-20230727-000871,PO-20230727-000871-L01,SKU-00167,2,420440.0,840880.0,1
PO-20230727-002905,PO-20230727-002905-L01,SKU-00546,2,130526.0,261052.0,1
PO-20230727-003064,PO-20230727-003064-L01,SKU-00579,6,421052.0,2526312.0,1
PO-20230727-003397,PO-20230727-003397-L01,SKU-00636,5,465075.0,2325375.0,5
PO-20230728-000152,PO-20230728-000152-L01,SKU-00035,3,409008.0,1227024.0,1
PO-20230728-000973,PO-20230728-000973-L01,SKU-00190,2,1306184.0,2612368.0,1
PO-20230728-003740,PO-20230728-003740-L01,SKU-00704,14,3848675.0,53881450.0,1
PO-20230728-004257,PO-20230728-004257-L01,SKU-00800,4,952209.0,3808836.0,2
PO-20230729-000275,PO-20230729-000275-L01,SKU-00060,5,112724.0,563620.0,5
PO-20230729-002863,PO-20230729-002863-L01,SKU-00540,10,202068.0,2020680.0,10
PO-20230730-000002,PO-20230730-000002-L01,SKU-00002,4,345884.0,1383536.0,2
PO-20230730-002583,PO-20230730-002583-L01,SKU-00489,11,2239529.0,24634819.0,1
PO-20230730-002885,PO-20230730-002885-L01,SKU-00541,16,4700045.0,75200720.0,1
PO-20230731-001503,PO-20230731-001503-L01,SKU-00295,5,847631.0,4238155.0,1
PO-20230731-003053,PO-20230731-003053-L01,SKU-00578,4,79720.0,318880.0,2
PO-20230731-003803,PO-20230731-003803-L01,SKU-00722,6,3876065.0,23256390.0,2
PO-20230731-003850,PO-20230731-003850-L01,SKU-00733,10,292399.0,2923990.0,2
PO-20230801-001349,PO-20230801-001349-L01,SKU-00263,7,19257.0,134799.0,1
PO-20230801-001361,PO-20230801-001361-L01,SKU-00264,2,246607.0,493214.0,1
PO-20230801-002236,PO-20230801-002236-L01,SKU-00422,70,534511.0,37415770.0,5
PO-20230801-002250,PO-20230801-002250-L01,SKU-00423,40,5943.0,237720.0,10
PO-20230801-002639,PO-20230801-002639-L01,SKU-00497,10,61487.0,614870.0,10
PO-20230801-003934,PO-20230801-003934-L01,SKU-00748,5,1258712.0,6293560.0,5
PO-20230801-004160,PO-20230801-004160-L01,SKU-00786,2,1368508.0,2737016.0,1
PO-20230802-000172,PO-20230802-000172-L01,SKU-00039,4,956205.0,3824820.0,2
PO-20230802-001269,PO-20230802-001269-L01,SKU-00242,10,624301.0,6243010.0,1
PO-20230803-000201,PO-20230803-000201-L01,SKU-00048,4,1962245.0,7848980.0,1
PO-20230803-001946,PO-20230803-001946-L01,SKU-00380,35,6020450.0,210715750.0,1
PO-20230803-003429,PO-20230803-003429-L01,SKU-00641,70,622875.0,43601250.0,5
PO-20230803-003498,PO-20230803-003498-L01,SKU-00657,4,1957217.0,7828868.0,2
PO-20230803-003505,PO-20230803-003505-L01,SKU-00658,3,1618234.0,4854702.0,1
PO-20230803-004005,PO-20230803-004005-L01,SKU-00762,3,74956.0,224868.0,1
PO-20230804-002135,PO-20230804-002135-L01,SKU-00406,2,216662.0,433324.0,1
PO-20230804-003752,PO-20230804-003752-L01,SKU-00706,3,301357.0,904071.0,1
PO-20230806-000639,PO-20230806-000639-L01,SKU-00127,6,1687388.0,10124328.0,2
PO-20230806-001036,PO-20230806-001036-L01,SKU-00198,10,258211.0,2582110.0,2
PO-20230806-001096,PO-20230806-001096-L01,SKU-00208,2,79134.0,158268.0,1
PO-20230806-002946,PO-20230806-002946-L01,SKU-00554,20,884237.0,17684740.0,10
PO-20230807-000261,PO-20230807-000261-L01,SKU-00058,10,432556.0,4325560.0,1
PO-20230807-000536,PO-20230807-000536-L01,SKU-00110,12,885573.0,10626876.0,2
PO-20230807-000593,PO-20230807-000593-L01,SKU-00122,11,67083.0,737913.0,1
PO-20230807-002611,PO-20230807-002611-L01,SKU-00494,23,558283.0,12840509.0,1
PO-20230807-002763,PO-20230807-002763-L01,SKU-00524,6,699512.0,4197072.0,2
PO-20230808-000615,PO-20230808-000615-L01,SKU-00124,5,493474.0,2467370.0,5
PO-20230808-002357,PO-20230808-002357-L01,SKU-00447,10,138704.0,1387040.0,5
PO-20230808-002719,PO-20230808-002719-L01,SKU-00513,6,75139.0,450834.0,2
PO-20230808-003663,PO-20230808-003663-L01,SKU-00692,5,5127593.0,25637965.0,5
PO-20230808-004116,PO-20230808-004116-L01,SKU-00783,27,156095.0,4214565.0,1
PO-20230809-000846,PO-20230809-000846-L01,SKU-00163,5,44071.0,220355.0,5
PO-20230809-001715,PO-20230809-001715-L01,SKU-00347,2,3972831.0,7945662.0,1
PO-20230809-002411,PO-20230809-002411-L01,SKU-00456,26,1242432.0,32303232.0,1
PO-20230809-003676,PO-20230809-003676-L01,SKU-00693,40,2209052.0,88362080.0,5
PO-20230810-003124,PO-20230810-003124-L01,SKU-00583,10,374078.0,3740780.0,10
PO-20230810-003549,PO-20230810-003549-L01,SKU-00665,13,70870.0,921310.0,1
PO-20230811-000445,PO-20230811-000445-L01,SKU-00087,2,823284.0,1646568.0,1
PO-20230811-000708,PO-20230811-000708-L01,SKU-00137,5,3188922.0,15944610.0,1
PO-20230811-001048,PO-20230811-001048-L01,SKU-00201,2,436239.0,872478.0,1
PO-20230811-004080,PO-20230811-004080-L01,SKU-00780,8,480447.0,3843576.0,1
PO-20230812-000092,PO-20230812-000092-L01,SKU-00022,2,932420.0,1864840.0,2
PO-20230812-000911,PO-20230812-000911-L01,SKU-00171,5,2269932.0,11349660.0,5
PO-20230812-001402,PO-20230812-001402-L01,SKU-00275,4,1523791.0,6095164.0,2
PO-20230812-002698,PO-20230812-002698-L01,SKU-00509,24,355437.0,8530488.0,2
PO-20230812-003766,PO-20230812-003766-L01,SKU-00710,6,5212228.0,31273368.0,1
PO-20230813-002529,PO-20230813-002529-L01,SKU-00481,4,193183.0,772732.0,1
PO-20230813-002784,PO-20230813-002784-L01,SKU-00529,10,21663.0,216630.0,5
PO-20230813-003224,PO-20230813-003224-L01,SKU-00602,7,96121.0,672847.0,1
PO-20230813-003630,PO-20230813-003630-L01,SKU-00682,2,197246.0,394492.0,2
PO-20230813-004021,PO-20230813-004021-L01,SKU-00765,20,806808.0,16136160.0,10
PO-20230815-001423,PO-20230815-001423-L01,SKU-00281,6,144295.0,865770.0,2
PO-20230815-001446,PO-20230815-001446-L01,SKU-00284,4,893693.0,3574772.0,2
PO-20230815-001492,PO-20230815-001492-L01,SKU-00292,2,662848.0,1325696.0,2
PO-20230815-002672,PO-20230815-002672-L01,SKU-00506,2,16191.0,32382.0,1
PO-20230816-000650,PO-20230816-000650-L01,SKU-00129,4,299854.0,1199416.0,2
PO-20230816-001861,PO-20230816-001861-L01,SKU-00371,6,79880.0,479280.0,2
PO-20230816-002174,PO-20230816-002174-L01,SKU-00413,6,345878.0,2075268.0,2
PO-20230817-000053,PO-20230817-000053-L01,SKU-00015,40,3386586.0,135463440.0,10
PO-20230817-000224,PO-20230817-000224-L01,SKU-00051,20,2685036.0,53700720.0,1
PO-20230817-000739,PO-20230817-000739-L01,SKU-00142,2,71972.0,143944.0,2
PO-20230817-002727,PO-20230817-002727-L01,SKU-00514,5,477259.0,2386295.0,5
PO-20230818-000726,PO-20230818-000726-L01,SKU-00139,2,2038133.0,4076266.0,2
PO-20230818-004068,PO-20230818-004068-L01,SKU-00777,20,136412.0,2728240.0,10
PO-20230819-001479,PO-20230819-001479-L01,SKU-00291,38,3207426.0,121882188.0,2
PO-20230819-001796,PO-20230819-001796-L01,SKU-00356,5,39934.0,199670.0,5
PO-20230819-001918,PO-20230819-001918-L01,SKU-00378,50,165452.0,8272600.0,1
PO-20230820-002906,PO-20230820-002906-L01,SKU-00546,2,134338.0,268676.0,1
PO-20230820-003431,PO-20230820-003431-L01,SKU-00642,4,1340914.0,5363656.0,2
PO-20230821-002050,PO-20230821-002050-L01,SKU-00394,14,629059.0,8806826.0,2
PO-20230821-004255,PO-20230821-004255-L01,SKU-00799,5,441599.0,2207995.0,5
PO-20230822-001590,PO-20230822-001590-L01,SKU-00311,3,1811078.0,5433234.0,1
PO-20230822-002864,PO-20230822-002864-L01,SKU-00540,50,210830.0,10541500.0,10
PO-20230822-002970,PO-20230822-002970-L01,SKU-00556,10,890726.0,8907260.0,10
PO-20230823-000850,PO-20230823-000850-L01,SKU-00164,4,168992.0,675968.0,1
PO-20230823-001141,PO-20230823-001141-L01,SKU-00218,2,657325.0,1314650.0,1
PO-20230823-003093,PO-20230823-003093-L01,SKU-00581,15,1447967.0,21719505.0,1
PO-20230824-000164,PO-20230824-000164-L01,SKU-00038,12,1034720.0,12416640.0,2
PO-20230824-003353,PO-20230824-003353-L01,SKU-00624,4,67403.0,269612.0,2
PO-20230824-003851,PO-20230824-003851-L01,SKU-00733,8,296006.0,2368048.0,2
PO-20230824-004035,PO-20230824-004035-L01,SKU-00769,18,391851.0,7053318.0,2
PO-20230825-000400,PO-20230825-000400-L01,SKU-00078,2,5310465.0,10620930.0,1
PO-20230825-000594,PO-20230825-000594-L01,SKU-00122,26,69541.0,1808066.0,1
PO-20230825-000616,PO-20230825-000616-L01,SKU-00124,10,469786.0,4697860.0,5
PO-20230825-000884,PO-20230825-000884-L01,SKU-00168,5,955894.0,4779470.0,5
PO-20230825-002196,PO-20230825-002196-L01,SKU-00416,3,108863.0,326589.0,1
PO-20230826-000467,PO-20230826-000467-L01,SKU-00096,7,99556.0,696892.0,1
PO-20230826-000997,PO-20230826-000997-L01,SKU-00195,6,38367.0,230202.0,2
PO-20230826-001521,PO-20230826-001521-L01,SKU-00300,2,1553495.0,3106990.0,2
PO-20230826-001833,PO-20230826-001833-L01,SKU-00367,5,642306.0,3211530.0,5
PO-20230826-002661,PO-20230826-002661-L01,SKU-00502,4,242101.0,968404.0,1
PO-20230827-001333,PO-20230827-001333-L01,SKU-00261,5,203045.0,1015225.0,5
PO-20230827-001602,PO-20230827-001602-L01,SKU-00313,3,82092.0,246276.0,1
PO-20230827-003197,PO-20230827-003197-L01,SKU-00592,5,589807.0,2949035.0,5
PO-20230827-003729,PO-20230827-003729-L01,SKU-00703,4,3588124.0,14352496.0,1
PO-20230827-003885,PO-20230827-003885-L01,SKU-00736,4,550216.0,2200864.0,1
PO-20230828-000099,PO-20230828-000099-L01,SKU-00023,2,198426.0,396852.0,2
PO-20230828-000193,PO-20230828-000193-L01,SKU-00044,4,703259.0,2813036.0,2
PO-20230828-001574,PO-20230828-001574-L01,SKU-00308,8,1349750.0,10798000.0,2
PO-20230828-003474,PO-20230828-003474-L01,SKU-00651,62,1381642.0,85661804.0,2
PO-20230828-003756,PO-20230828-003756-L01,SKU-00707,12,1212054.0,14544648.0,2
PO-20230829-000362,PO-20230829-000362-L01,SKU-00070,11,1138688.0,12525568.0,1
PO-20230829-000647,PO-20230829-000647-L01,SKU-00128,5,113672.0,568360.0,5
PO-20230829-000859,PO-20230829-000859-L01,SKU-00165,11,39543.0,434973.0,1
PO-20230829-001118,PO-20230829-001118-L01,SKU-00214,10,1777497.0,17774970.0,10
PO-20230829-002149,PO-20230829-002149-L01,SKU-00409,4,3305793.0,13223172.0,2
PO-20230829-003691,PO-20230829-003691-L01,SKU-00695,2,2336181.0,4672362.0,1
PO-20230829-004027,PO-20230829-004027-L01,SKU-00766,2,172343.0,344686.0,2
PO-20230830-000492,PO-20230830-000492-L01,SKU-00099,10,1913925.0,19139250.0,10
PO-20230830-003600,PO-20230830-003600-L01,SKU-00674,2,681921.0,1363842.0,1
PO-20230830-004168,PO-20230830-004168-L01,SKU-00787,15,418482.0,6277230.0,5
PO-20230831-000121,PO-20230831-000121-L01,SKU-00028,5,4771791.0,23858955.0,5
PO-20230831-000393,PO-20230831-000393-L01,SKU-00076,5,36320.0,181600.0,5
