receipt_id,po_id,po_line_id,sku,supplier,location,receipt_date,received_qty,unit_cost,total_cost,receipt_status
GR-20230827-000705,PO-20230722-000652,PO-20230722-000652-L01,SKU-00130,Maestranza Integral,CD Santiago,2023-08-27,3,508437.0,1525311.0,received
GR-20230827-001063,PO-20230128-000969,PO-20230128-000969-L01,SKU-00189,Industrial Flow Partners,CD Santiago,2023-08-27,2,106007.0,212014.0,received
GR-20230827-001434,PO-20230508-001311,PO-20230508-001311-L01,SKU-00256,Andes Motion,CD Santiago,2023-08-27,3,43905.0,131715.0,partial
GR-20230827-001969,PO-20230531-001789,PO-20230531-001789-L01,SKU-00355,Andes Motion,CD Santiago,2023-08-27,10,1729736.0,17297360.0,received
GR-20230827-002233,PO-20230316-002027,PO-20230316-002027-L01,SKU-00392,Pacific Seal Supply,CD Santiago,2023-08-27,10,187579.0,1875790.0,received
GR-20230827-003060,PO-20230807-002763,PO-20230807-002763-L01,SKU-00524,Hydroline Andina,CD Santiago,2023-08-27,6,699512.0,4197072.0,received
GR-20230827-003850,PO-20230703-003456,PO-20230703-003456-L01,SKU-00650,Tecfluid Norte,CD Santiago,2023-08-27,5,69872.0,349360.0,received
GR-20230828-000665,PO-20230623-000614,PO-20230623-000614-L01,SKU-00124,Tecfluid Norte,CD Santiago,2023-08-28,15,461645.0,6924675.0,received
GR-20230829-000465,PO-20230725-000430,PO-20230725-000430-L01,SKU-00083,Maestranza Integral,CD Santiago,2023-08-29,4,136152.0,544608.0,received
GR-20230829-001112,PO-20230726-001015,PO-20230726-001015-L01,SKU-00196,Maestranza Integral,CD Santiago,2023-08-29,20,4427242.0,88544840.0,received
GR-20230829-001887,PO-20230809-001715,PO-20230809-001715-L01,SKU-00347,Hydroline Andina,CD Santiago,2023-08-29,2,3972831.0,7945662.0,received
GR-20230829-004393,PO-20230723-003951,PO-20230723-003951-L01,SKU-00749,Maestranza Integral,CD Santiago,2023-08-29,10,21967.0,219670.0,partial
GR-20230829-004689,PO-20230723-004219,PO-20230723-004219-L01,SKU-00795,Maestranza Integral,CD Santiago,2023-08-29,9,446870.0,4021830.0,received
GR-20230830-002985,PO-20230812-002698,PO-20230812-002698-L01,SKU-00509,Hydroline Andina,CD Santiago,2023-08-30,24,355437.0,8530488.0,received
GR-20230831-000018,PO-20230710-000017,PO-20230710-000017-L01,SKU-00006,Tecfluid Norte,CD Santiago,2023-08-31,4,2061814.0,8247256.0,received
GR-20230831-000028,PO-20230329-000025,PO-20230329-000025-L01,SKU-00009,Pacific Seal Supply,CD Santiago,2023-08-31,5,111287.0,556435.0,received
GR-20230831-000407,PO-20230302-000378,PO-20230302-000378-L01,SKU-00072,Industrial Flow Partners,CD Santiago,2023-08-31,22,1483608.0,32639376.0,received
GR-20230831-001068,PO-20230728-000973,PO-20230728-000973-L01,SKU-00190,Hydroline Andina,CD Santiago,2023-08-31,1,1306184.0,1306184.0,received
GR-20230831-002401,PO-20230816-002174,PO-20230816-002174-L01,SKU-00413,Hydroline Andina,CD Santiago,2023-08-31,6,345878.0,2075268.0,received
GR-20230901-000269,PO-20230604-000250,PO-20230604-000250-L01,SKU-00056,Andes Motion,CD Santiago,2023-09-01,3,684528.0,2053584.0,received
GR-20230901-001834,PO-20230606-001668,PO-20230606-001668-L01,SKU-00335,Andes Motion,CD Santiago,2023-09-01,15,431265.0,6468975.0,received
GR-20230901-002840,PO-20230714-002564,PO-20230714-002564-L01,SKU-00487,Tecfluid Norte,CD Santiago,2023-09-01,40,3343488.0,133739520.0,received
GR-20230901-003218,PO-20230727-002905,PO-20230727-002905-L01,SKU-00546,Maestranza Integral,CD Santiago,2023-09-01,2,130526.0,261052.0,received
GR-20230902-001770,PO-20230306-001608,PO-20230306-001608-L01,SKU-00317,Industrial Flow Partners,CD Santiago,2023-09-02,2,1242801.0,2485602.0,received
GR-20230902-003009,PO-20230808-002719,PO-20230808-002719-L01,SKU-00513,Hydroline Andina,CD Santiago,2023-09-02,6,75139.0,450834.0,received
GR-20230902-003455,PO-20230608-003111,PO-20230608-003111-L01,SKU-00582,Andes Motion,CD Santiago,2023-09-02,35,1390876.0,48680660.0,partial
GR-20230902-004088,PO-20230526-003674,PO-20230526-003674-L01,SKU-00693,Andes Motion,CD Santiago,2023-09-02,15,2233794.0,33506910.0,received
GR-20230902-004731,PO-20230728-004257,PO-20230728-004257-L01,SKU-00800,Maestranza Integral,CD Santiago,2023-09-02,2,952209.0,1904418.0,partial
GR-20230903-001435,PO-20230508-001311,PO-20230508-001311-L01,SKU-00256,Andes Motion,CD Santiago,2023-09-03,3,43905.0,131715.0,received
GR-20230903-002468,PO-20230306-002234,PO-20230306-002234-L01,SKU-00422,Industrial Flow Partners,CD Santiago,2023-09-03,35,537111.0,18798885.0,received
GR-20230903-002730,PO-20230311-002467,PO-20230311-002467-L01,SKU-00470,Industrial Flow Partners,CD Santiago,2023-09-03,2,358496.0,716992.0,received
GR-20230903-004089,PO-20230615-003675,PO-20230615-003675-L01,SKU-00693,Andes Motion,CD Santiago,2023-09-03,5,2170153.0,10850765.0,partial
GR-20230903-004332,PO-20230604-003895,PO-20230604-003895-L01,SKU-00737,Andes Motion,CD Santiago,2023-09-03,4,3328641.0,13314564.0,received
GR-20230904-001588,PO-20230815-001446,PO-20230815-001446-L01,SKU-00284,Hydroline Andina,CD Santiago,2023-09-04,4,893693.0,3574772.0,received
GR-20230904-002486,PO-20230801-002250,PO-20230801-002250-L01,SKU-00423,Maestranza Integral,CD Santiago,2023-09-04,40,5943.0,237720.0,received
GR-20230904-004364,PO-20230605-003922,PO-20230605-003922-L01,SKU-00747,Andes Motion,CD Santiago,2023-09-04,6,3489774.0,20938644.0,received
GR-20230905-004230,PO-20230509-003801,PO-20230509-003801-L01,SKU-00721,Pacific Seal Supply,CD Santiago,2023-09-05,5,1841154.0,9205770.0,received
GR-20230906-001699,PO-20230704-001546,PO-20230704-001546-L01,SKU-00304,Andes Motion,CD Santiago,2023-09-06,2,7605.0,15210.0,received
GR-20230906-002921,PO-20230801-002639,PO-20230801-002639-L01,SKU-00497,Maestranza Integral,CD Santiago,2023-09-06,10,61487.0,614870.0,received
GR-20230906-004394,PO-20230723-003951,PO-20230723-003951-L01,SKU-00749,Maestranza Integral,CD Santiago,2023-09-06,10,21967.0,219670.0,received
GR-20230907-001623,PO-20230713-001478,PO-20230713-001478-L01,SKU-00291,Tecfluid Norte,CD Santiago,2023-09-07,36,3272976.0,117827136.0,received
GR-20230907-002047,PO-20230816-001861,PO-20230816-001861-L01,SKU-00371,Hydroline Andina,CD Santiago,2023-09-07,6,79880.0,479280.0,received
GR-20230907-003397,PO-20230228-003062,PO-20230228-003062-L01,SKU-00579,Pacific Seal Supply,CD Santiago,2023-09-07,28,394536.0,11047008.0,received
GR-20230907-004190,PO-20230316-003765,PO-20230316-003765-L01,SKU-00710,Industrial Flow Partners,CD Santiago,2023-09-07,11,5509812.0,60607932.0,received
GR-20230908-000089,PO-20230722-000081,PO-20230722-000081-L01,SKU-00020,Tecfluid Norte,CD Santiago,2023-09-08,5,1164769.0,5823845.0,received
GR-20230908-000533,PO-20230715-000491,PO-20230715-000491-L01,SKU-00099,Tecfluid Norte,CD Santiago,2023-09-08,10,1821650.0,18216500.0,received
GR-20230909-000294,PO-20230729-000275,PO-20230729-000275-L01,SKU-00060,Maestranza Integral,CD Santiago,2023-09-09,5,112724.0,563620.0,received
GR-20230909-000580,PO-20230706-000535,PO-20230706-000535-L01,SKU-00110,Tecfluid Norte,CD Santiago,2023-09-09,4,830038.0,3320152.0,received
GR-20230909-000768,PO-20230811-000708,PO-20230811-000708-L01,SKU-00137,Maestranza Integral,CD Santiago,2023-09-09,5,3188922.0,15944610.0,received
GR-20230909-001475,PO-20230715-001348,PO-20230715-001348-L01,SKU-00263,Tecfluid Norte,CD Santiago,2023-09-09,24,20128.0,483072.0,received
GR-20230909-001650,PO-20230731-001503,PO-20230731-001503-L01,SKU-00295,Maestranza Integral,CD Santiago,2023-09-09,5,847631.0,4238155.0,received
GR-20230910-000316,PO-20230725-000295,PO-20230725-000295-L01,SKU-00062,Tecfluid Norte,CD Santiago,2023-09-10,10,84981.0,849810.0,partial
GR-20230910-004732,PO-20230728-004257,PO-20230728-004257-L01,SKU-00800,Maestranza Integral,CD Santiago,2023-09-10,2,952209.0,1904418.0,received
GR-20230911-002196,PO-20230714-001995,PO-20230714-001995-L01,SKU-00388,Tecfluid Norte,CD Santiago,2023-09-11,11,363651.0,4000161.0,received
GR-20230912-002259,PO-20230821-002050,PO-20230821-002050-L01,SKU-00394,Hydroline Andina,CD Santiago,2023-09-12,14,629059.0,8806826.0,received
GR-20230912-003173,PO-20230822-002864,PO-20230822-002864-L01,SKU-00540,Hydroline Andina,CD Santiago,2023-09-12,50,210830.0,10541500.0,received
GR-20230912-003456,PO-20230608-003111,PO-20230608-003111-L01,SKU-00582,Andes Motion,CD Santiago,2023-09-12,19,1390876.0,26426644.0,received
GR-20230912-004090,PO-20230615-003675,PO-20230615-003675-L01,SKU-00693,Andes Motion,CD Santiago,2023-09-12,5,2170153.0,10850765.0,received
GR-20230913-000216,PO-20230803-000201,PO-20230803-000201-L01,SKU-00048,Maestranza Integral,CD Santiago,2023-09-13,4,1962245.0,7848980.0,received
GR-20230913-000456,PO-20230614-000421,PO-20230614-000421-L01,SKU-00082,Andes Motion,CD Santiago,2023-09-13,10,338567.0,3385670.0,received
GR-20230913-001252,PO-20230823-001141,PO-20230823-001141-L01,SKU-00218,Hydroline Andina,CD Santiago,2023-09-13,2,657325.0,1314650.0,received
GR-20230913-003024,PO-20230325-002732,PO-20230325-002732-L01,SKU-00516,Industrial Flow Partners,CD Santiago,2023-09-13,6,303395.0,1820370.0,received
GR-20230913-004539,PO-20230811-004080,PO-20230811-004080-L01,SKU-00780,Maestranza Integral,CD Santiago,2023-09-13,8,480447.0,3843576.0,received
GR-20230913-004713,PO-20230621-004240,PO-20230621-004240-L01,SKU-00798,Andes Motion,CD Santiago,2023-09-13,35,7241.0,253435.0,received
GR-20230914-002160,PO-20230418-001964,PO-20230418-001964-L01,SKU-00381,Industrial Flow Partners,CD Santiago,2023-09-14,2,1634032.0,3268064.0,received
GR-20230914-002686,PO-20230719-002427,PO-20230719-002427-L01,SKU-00460,Tecfluid Norte,CD Santiago,2023-09-14,15,636186.0,9542790.0,received
GR-20230914-003343,PO-20230723-003016,PO-20230723-003016-L01,SKU-00568,Tecfluid Norte,CD Santiago,2023-09-14,4,71088.0,284352.0,received
GR-20230914-004042,PO-20230813-003630,PO-20230813-003630-L01,SKU-00682,Maestranza Integral,CD Santiago,2023-09-14,2,197246.0,394492.0,received
GR-20230915-001240,PO-20230413-001131,PO-20230413-001131-L01,SKU-00216,Industrial Flow Partners,CD Santiago,2023-09-15,4,594314.0,2377256.0,partial
GR-20230915-003219,PO-20230820-002906,PO-20230820-002906-L01,SKU-00546,Maestranza Integral,CD Santiago,2023-09-15,2,134338.0,268676.0,received
GR-20230916-000075,PO-20230705-000068,PO-20230705-000068-L01,SKU-00017,Andes Motion,CD Santiago,2023-09-16,6,180404.0,1082424.0,received
GR-20230916-000098,PO-20230321-000090,PO-20230321-000090-L01,SKU-00022,Pacific Seal Supply,CD Santiago,2023-09-16,4,942334.0,3769336.0,received
GR-20230916-002530,PO-20230321-002291,PO-20230321-002291-L01,SKU-00434,Industrial Flow Partners,CD Santiago,2023-09-16,45,62520.0,2813400.0,received
GR-20230916-003095,PO-20230701-002793,PO-20230701-002793-L01,SKU-00532,Andes Motion,CD Santiago,2023-09-16,10,226892.0,2268920.0,received
GR-20230916-004432,PO-20230409-003986,PO-20230409-003986-L01,SKU-00758,Pacific Seal Supply,CD Santiago,2023-09-16,6,1320863.0,7925178.0,received
GR-20230917-000106,PO-20230216-000097,PO-20230216-000097-L01,SKU-00023,Industrial Flow Partners,CD Santiago,2023-09-17,2,184972.0,369944.0,received
GR-20230917-000317,PO-20230725-000295,PO-20230725-000295-L01,SKU-00062,Tecfluid Norte,CD Santiago,2023-09-17,20,84981.0,1699620.0,received
GR-20230917-000970,PO-20230825-000884,PO-20230825-000884-L01,SKU-00168,Hydroline Andina,CD Santiago,2023-09-17,5,955894.0,4779470.0,received
GR-20230917-001265,PO-20230622-001153,PO-20230622-001153-L01,SKU-00219,Andes Motion,CD Santiago,2023-09-17,4,440787.0,1763148.0,received
GR-20230918-000333,PO-20230725-000310,PO-20230725-000310-L01,SKU-00064,Tecfluid Norte,CD Santiago,2023-09-18,6,3204241.0,19225446.0,received
GR-20230918-000866,PO-20230412-000797,PO-20230412-000797-L01,SKU-00155,Pacific Seal Supply,CD Santiago,2023-09-18,3,127604.0,382812.0,received
GR-20230918-004577,PO-20230617-004115,PO-20230617-004115-L01,SKU-00783,Andes Motion,CD Santiago,2023-09-18,27,168024.0,4536648.0,received
GR-20230919-001391,PO-20230802-001269,PO-20230802-001269-L01,SKU-00242,Tecfluid Norte,CD Santiago,2023-09-19,10,624301.0,6243010.0,received
GR-20230919-001458,PO-20230827-001333,PO-20230827-001333-L01,SKU-00261,Hydroline Andina,CD Santiago,2023-09-19,5,203045.0,1015225.0,received
GR-20230919-001672,PO-20230826-001521,PO-20230826-001521-L01,SKU-00300,Hydroline Andina,CD Santiago,2023-09-19,2,1553495.0,3106990.0,received
GR-20230919-002864,PO-20230726-002586,PO-20230726-002586-L01,SKU-00490,Tecfluid Norte,CD Santiago,2023-09-19,10,253072.0,2530720.0,received
GR-20230919-003387,PO-20230731-003053,PO-20230731-003053-L01,SKU-00578,Tecfluid Norte,CD Santiago,2023-09-19,4,79720.0,318880.0,received
GR-20230919-004019,PO-20230325-003609,PO-20230325-003609-L01,SKU-00677,Industrial Flow Partners,CD Santiago,2023-09-19,12,705223.0,8462676.0,received
GR-20230919-004634,PO-20230830-004168,PO-20230830-004168-L01,SKU-00787,Hydroline Andina,CD Santiago,2023-09-19,15,418482.0,6277230.0,received
GR-20230920-001824,PO-20230224-001658,PO-20230224-001658-L01,SKU-00334,Industrial Flow Partners,CD Santiago,2023-09-20,4,1183702.0,4734808.0,received
GR-20230920-002503,PO-20230701-002265,PO-20230701-002265-L01,SKU-00424,Andes Motion,CD Santiago,2023-09-20,3,544827.0,1634481.0,received
GR-20230920-003989,PO-20230725-003582,PO-20230725-003582-L01,SKU-00668,Tecfluid Norte,CD Santiago,2023-09-20,1,1182033.0,1182033.0,partial
GR-20230921-001476,PO-20230801-001349,PO-20230801-001349-L01,SKU-00263,Tecfluid Norte,CD Santiago,2023-09-21,7,19257.0,134799.0,received
GR-20230921-002326,PO-20230508-002110,PO-20230508-002110-L01,SKU-00401,Pacific Seal Supply,CD Santiago,2023-09-21,22,84480.0,1858560.0,received
GR-20230921-003644,PO-20230627-003277,PO-20230627-003277-L01,SKU-00611,Andes Motion,CD Santiago,2023-09-21,19,1041540.0,19789260.0,received
GR-20230921-004478,PO-20230829-004027,PO-20230829-004027-L01,SKU-00766,Hydroline Andina,CD Santiago,2023-09-21,2,172343.0,344686.0,received
GR-20230922-001561,PO-20230815-001423,PO-20230815-001423-L01,SKU-00281,Maestranza Integral,CD Santiago,2023-09-22,6,144295.0,865770.0,received
GR-20230922-002854,PO-20230609-002577,PO-20230609-002577-L01,SKU-00488,Pacific Seal Supply,CD Santiago,2023-09-22,10,528155.0,5281550.0,partial
GR-20230922-004162,PO-20230728-003740,PO-20230728-003740-L01,SKU-00704,Tecfluid Norte,CD Santiago,2023-09-22,14,3848675.0,53881450.0,received
GR-20230923-000641,PO-20230807-000593,PO-20230807-000593-L01,SKU-00122,Tecfluid Norte,CD Santiago,2023-09-23,11,67083.0,737913.0,received
GR-20230923-000847,PO-20230304-000778,PO-20230304-000778-L01,SKU-00151,Industrial Flow Partners,CD Santiago,2023-09-23,6,1091590.0,6549540.0,received
GR-20230923-001303,PO-20230726-001190,PO-20230726-001190-L01,SKU-00225,Tecfluid Norte,CD Santiago,2023-09-23,2,719809.0,1439618.0,partial
GR-20230923-001537,PO-20230812-001402,PO-20230812-001402-L01,SKU-00275,Maestranza Integral,CD Santiago,2023-09-23,2,1523791.0,3047582.0,partial
GR-20230923-001730,PO-20230828-001574,PO-20230828-001574-L01,SKU-00308,Hydroline Andina,CD Santiago,2023-09-23,8,1349750.0,10798000.0,received
GR-20230923-002424,PO-20230620-002195,PO-20230620-002195-L01,SKU-00416,Andes Motion,CD Santiago,2023-09-23,2,112509.0,225018.0,received
GR-20230924-000389,PO-20230829-000362,PO-20230829-000362-L01,SKU-00070,Hydroline Andina,CD Santiago,2023-09-24,11,1138688.0,12525568.0,received
GR-20230924-000424,PO-20230624-000392,PO-20230624-000392-L01,SKU-00076,Andes Motion,CD Santiago,2023-09-24,5,38167.0,190835.0,received
GR-20230924-000867,PO-20230512-000798,PO-20230512-000798-L01,SKU-00155,Pacific Seal Supply,CD Santiago,2023-09-24,4,121055.0,484220.0,received
GR-20230924-002515,PO-20230501-002276,PO-20230501-002276-L01,SKU-00429,Industrial Flow Partners,CD Santiago,2023-09-24,4,12402.0,49608.0,received
GR-20230925-004175,PO-20230804-003752,PO-20230804-003752-L01,SKU-00706,Tecfluid Norte,CD Santiago,2023-09-25,3,301357.0,904071.0,received
GR-20230926-004232,PO-20230731-003803,PO-20230731-003803-L01,SKU-00722,Tecfluid Norte,CD Santiago,2023-09-26,6,3876065.0,23256390.0,received
GR-20230927-001892,PO-20230908-001720,PO-20230908-001720-L01,SKU-00348,Hydroline Andina,CD Santiago,2023-09-27,2,164618.0,329236.0,received
GR-20230927-003786,PO-20230907-003398,PO-20230907-003398-L01,SKU-00636,Hydroline Andina,CD Santiago,2023-09-27,5,499861.0,2499305.0,received
GR-20230927-003867,PO-20230426-003470,PO-20230426-003470-L01,SKU-00651,Pacific Seal Supply,CD Santiago,2023-09-27,16,1281113.0,20497808.0,received
GR-20230928-003434,PO-20230823-003093,PO-20230823-003093-L01,SKU-00581,Maestranza Integral,CD Santiago,2023-09-28,10,1447967.0,14479670.0,partial
GR-20230928-003977,PO-20230707-003572,PO-20230707-003572-L01,SKU-00667,Andes Motion,CD Santiago,2023-09-28,5,439354.0,2196770.0,received
GR-20230929-000259,PO-20230705-000241,PO-20230705-000241-L01,SKU-00054,Andes Motion,CD Santiago,2023-09-29,2,599214.0,1198428.0,partial
GR-20230929-000561,PO-20230419-000517,PO-20230419-000517-L01,SKU-00106,Pacific Seal Supply,CD Santiago,2023-09-29,90,2857296.0,257156640.0,received
GR-20230929-000991,PO-20230902-000902,PO-20230902-000902-L01,SKU-00170,Hydroline Andina,CD Santiago,2023-09-29,5,1553990.0,7769950.0,received
GR-20230929-002572,PO-20230910-002329,PO-20230910-002329-L01,SKU-00441,Hydroline Andina,CD Santiago,2023-09-29,5,922986.0,4614930.0,received
GR-20230929-003744,PO-20230424-003360,PO-20230424-003360-L01,SKU-00626,Industrial Flow Partners,CD Santiago,2023-09-29,30,6583913.0,197517390.0,received
GR-20230930-000742,PO-20230622-000686,PO-20230622-000686-L01,SKU-00135,Andes Motion,CD Santiago,2023-09-30,5,4583176.0,22915880.0,partial
GR-20230930-000926,PO-20230809-000846,PO-20230809-000846-L01,SKU-00163,Tecfluid Norte,CD Santiago,2023-09-30,5,44071.0,220355.0,received
GR-20230930-001045,PO-20230523-000953,PO-20230523-000953-L01,SKU-00184,Pacific Seal Supply,CD Santiago,2023-09-30,10,1404755.0,14047550.0,received
GR-20230930-002015,PO-20230826-001833,PO-20230826-001833-L01,SKU-00367,Maestranza Integral,CD Santiago,2023-09-30,5,642306.0,3211530.0,received
GR-20230930-003736,PO-20230824-003353,PO-20230824-003353-L01,SKU-00624,Maestranza Integral,CD Santiago,2023-09-30,2,67403.0,134806.0,partial
GR-20231001-001033,PO-20230913-000941,PO-20230913-000941-L01,SKU-00181,Hydroline Andina,CD Santiago,2023-10-01,4,272997.0,1091988.0,received
GR-20231001-001589,PO-20230912-001447,PO-20230912-001447-L01,SKU-00284,Hydroline Andina,CD Santiago,2023-10-01,16,892934.0,14286944.0,received
GR-20231001-002986,PO-20230914-002699,PO-20230914-002699-L01,SKU-00509,Hydroline Andina,CD Santiago,2023-10-01,14,351601.0,4922414.0,received
GR-20231001-004147,PO-20230827-003729,PO-20230827-003729-L01,SKU-00703,Maestranza Integral,CD Santiago,2023-10-01,2,3588124.0,7176248.0,partial
GR-20231002-000941,PO-20230829-000859,PO-20230829-000859-L01,SKU-00165,Maestranza Integral,CD Santiago,2023-10-02,11,39543.0,434973.0,received
GR-20231003-000581,PO-20230807-000536,PO-20230807-000536-L01,SKU-00110,Tecfluid Norte,CD Santiago,2023-10-03,12,885573.0,10626876.0,received
GR-20231003-000882,PO-20230422-000811,PO-20230422-000811-L01,SKU-00156,Pacific Seal Supply,CD Santiago,2023-10-03,80,546190.0,43695200.0,received
GR-20231003-001241,PO-20230413-001131,PO-20230413-001131-L01,SKU-00216,Industrial Flow Partners,CD Santiago,2023-10-03,3,594314.0,1782942.0,received
GR-20231003-001304,PO-20230726-001190,PO-20230726-001190-L01,SKU-00225,Tecfluid Norte,CD Santiago,2023-10-03,2,719809.0,1439618.0,received
GR-20231003-001538,PO-20230812-001402,PO-20230812-001402-L01,SKU-00275,Maestranza Integral,CD Santiago,2023-10-03,2,1523791.0,3047582.0,received
GR-20231003-001992,PO-20230913-001812,PO-20230913-001812-L01,SKU-00361,Hydroline Andina,CD Santiago,2023-10-03,4,2009319.0,8037276.0,received
GR-20231003-002663,PO-20230516-002408,PO-20230516-002408-L01,SKU-00456,Pacific Seal Supply,CD Santiago,2023-10-03,1,1223158.0,1223158.0,partial
GR-20231003-004014,PO-20230908-003605,PO-20230908-003605-L01,SKU-00675,Hydroline Andina,CD Santiago,2023-10-03,4,1372421.0,5489684.0,received
GR-20231003-004319,PO-20230827-003885,PO-20230827-003885-L01,SKU-00736,Maestranza Integral,CD Santiago,2023-10-03,4,550216.0,2200864.0,received
GR-20231004-000482,PO-20230811-000445,PO-20230811-000445-L01,SKU-00087,Tecfluid Norte,CD Santiago,2023-10-04,1,823284.0,823284.0,partial
GR-20231004-002143,PO-20230914-001947,PO-20230914-001947-L01,SKU-00380,Hydroline Andina,CD Santiago,2023-10-04,39,6072452.0,236825628.0,received
GR-20231004-002561,PO-20230904-002318,PO-20230904-002318-L01,SKU-00440,Maestranza Integral,CD Santiago,2023-10-04,5,3429895.0,17149475.0,received
GR-20231004-002818,PO-20230831-002544,PO-20230831-002544-L01,SKU-00486,Maestranza Integral,CD Santiago,2023-10-04,4,334093.0,1336372.0,received
GR-20231004-003990,PO-20230725-003582,PO-20230725-003582-L01,SKU-00668,Tecfluid Norte,CD Santiago,2023-10-04,2,1182033.0,2364066.0,received
GR-20231005-000666,PO-20230808-000615,PO-20230808-000615-L01,SKU-00124,Tecfluid Norte,CD Santiago,2023-10-05,5,493474.0,2467370.0,received
GR-20231005-003126,PO-20230707-002822,PO-20230707-002822-L01,SKU-00536,Andes Motion,CD Santiago,2023-10-05,8,373007.0,2984056.0,received
GR-20231005-003360,PO-20230707-003032,PO-20230707-003032-L01,SKU-00573,Andes Motion,CD Santiago,2023-10-05,2,1128585.0,2257170.0,partial
GR-20231005-004250,PO-20230421-003820,PO-20230421-003820-L01,SKU-00727,Industrial Flow Partners,CD Santiago,2023-10-05,22,30405.0,668910.0,received
GR-20231005-004486,PO-20230824-004035,PO-20230824-004035-L01,SKU-00769,Maestranza Integral,CD Santiago,2023-10-05,18,391851.0,7053318.0,received
GR-20231006-000224,PO-20230917-000209,PO-20230917-000209-L01,SKU-00049,Hydroline Andina,CD Santiago,2023-10-06,2,462901.0,925802.0,received
GR-20231006-001005,PO-20230421-000916,PO-20230421-000916-L01,SKU-00173,Pacific Seal Supply,CD Santiago,2023-10-06,3,1075041.0,3225123.0,received
GR-20231006-001873,PO-20230422-001702,PO-20230422-001702-L01,SKU-00343,Industrial Flow Partners,CD Santiago,2023-10-06,2,103153.0,206306.0,partial
GR-20231006-002855,PO-20230609-002577,PO-20230609-002577-L01,SKU-00488,Pacific Seal Supply,CD Santiago,2023-10-06,8,528155.0,4225240.0,received
GR-20231007-000743,PO-20230622-000686,PO-20230622-000686-L01,SKU-00135,Andes Motion,CD Santiago,2023-10-07,5,4583176.0,22915880.0,received
GR-20231007-000971,PO-20230920-000885,PO-20230920-000885-L01,SKU-00168,Hydroline Andina,CD Santiago,2023-10-07,5,947715.0,4738575.0,partial
GR-20231007-001161,PO-20230904-001059,PO-20230904-001059-L01,SKU-00202,Maestranza Integral,CD Santiago,2023-10-07,4,2860022.0,11440088.0,received
GR-20231007-001749,PO-20230822-001590,PO-20230822-001590-L01,SKU-00311,Tecfluid Norte,CD Santiago,2023-10-07,1,1811078.0,1811078.0,partial
GR-20231007-002010,PO-20230709-001829,PO-20230709-001829-L01,SKU-00366,Andes Motion,CD Santiago,2023-10-07,4,719163.0,2876652.0,received
GR-20231007-003093,PO-20230422-002791,PO-20230422-002791-L01,SKU-00531,Industrial Flow Partners,CD Santiago,2023-10-07,2,264124.0,528248.0,received
GR-20231007-003267,PO-20230918-002947,PO-20230918-002947-L01,SKU-00554,Hydroline Andina,CD Santiago,2023-10-07,20,968172.0,19363440.0,received
GR-20231007-004043,PO-20230903-003631,PO-20230903-003631-L01,SKU-00682,Maestranza Integral,CD Santiago,2023-10-07,6,214382.0,1286292.0,received
GR-20231008-000354,PO-20230702-000329,PO-20230702-000329-L01,SKU-00067,Andes Motion,CD Santiago,2023-10-08,5,87760.0,438800.0,partial
GR-20231008-000447,PO-20230429-000413,PO-20230429-000413-L01,SKU-00081,Pacific Seal Supply,CD Santiago,2023-10-08,10,164503.0,1645030.0,partial
GR-20231008-003335,PO-20230406-003009,PO-20230406-003009-L01,SKU-00566,Industrial Flow Partners,CD Santiago,2023-10-08,2,390054.0,780108.0,received
GR-20231009-000260,PO-20230705-000241,PO-20230705-000241-L01,SKU-00054,Andes Motion,CD Santiago,2023-10-09,2,599214.0,1198428.0,received
GR-20231009-001253,PO-20230916-001142,PO-20230916-001142-L01,SKU-00218,Hydroline Andina,CD Santiago,2023-10-09,3,657284.0,1971852.0,received
GR-20231009-003354,PO-20230918-003026,PO-20230918-003026-L01,SKU-00571,Hydroline Andina,CD Santiago,2023-10-09,10,3015833.0,30158330.0,received
GR-20231009-003419,PO-20230917-003080,PO-20230917-003080-L01,SKU-00580,Hydroline Andina,CD Santiago,2023-10-09,1,3095698.0,3095698.0,partial
GR-20231009-003435,PO-20230823-003093,PO-20230823-003093-L01,SKU-00581,Maestranza Integral,CD Santiago,2023-10-09,5,1447967.0,7239835.0,received
GR-20231009-004148,PO-20230827-003729,PO-20230827-003729-L01,SKU-00703,Maestranza Integral,CD Santiago,2023-10-09,2,3588124.0,7176248.0,received
GR-20231009-004302,PO-20230918-003868,PO-20230918-003868-L01,SKU-00734,Hydroline Andina,CD Santiago,2023-10-09,15,719014.0,10785210.0,received
GR-20231009-004562,PO-20230714-004101,PO-20230714-004101-L01,SKU-00782,Andes Motion,CD Santiago,2023-10-09,7,423064.0,2961448.0,received
GR-20231010-000264,PO-20230917-000245,PO-20230917-000245-L01,SKU-00055,Hydroline Andina,CD Santiago,2023-10-10,2,68431.0,136862.0,received
GR-20231010-002603,PO-20230808-002357,PO-20230808-002357-L01,SKU-00447,Andes Motion,CD Santiago,2023-10-10,10,138704.0,1387040.0,received
GR-20231010-003084,PO-20230813-002784,PO-20230813-002784-L01,SKU-00529,Tecfluid Norte,CD Santiago,2023-10-10,10,21663.0,216630.0,received
GR-20231010-003545,PO-20230910-003189,PO-20230910-003189-L01,SKU-00591,Maestranza Integral,CD Santiago,2023-10-10,5,110860.0,554300.0,received
