transfer_id,sku,source_location,destination_location,ship_date,expected_receipt_date,receipt_date,transfer_qty,transfer_status
TR-20230714-014950,SKU-00651,CD Santiago,Concepción,2023-07-14,2023-07-17,2023-07-17,2,received
TR-20230714-015081,SKU-00657,CD Santiago,Santiago,2023-07-14,2023-07-15,2023-07-15,2,received
TR-20230714-016036,SKU-00703,CD Santiago,Lima,2023-07-14,2023-07-21,2023-07-18,2,received
TR-20230714-016746,SKU-00748,CD Santiago,Lima,2023-07-14,2023-07-21,2023-07-21,1,received
TR-20230714-016981,SKU-00765,CD Santiago,Copiapó,2023-07-14,2023-07-17,2023-07-17,3,received
TR-20230714-017099,SKU-00770,CD Santiago,Copiapó,2023-07-14,2023-07-17,2023-07-17,2,received
TR-20230714-017422,SKU-00783,CD Santiago,Antofagasta,2023-07-14,2023-07-18,2023-07-16,2,received
TR-20230714-017990,SKU-00798,CD Santiago,Lima,2023-07-14,2023-07-21,2023-07-24,2,received
TR-20230715-010240,SKU-00471,CD Santiago,Santiago,2023-07-15,2023-07-16,2023-07-17,1,received
TR-20230717-000431,SKU-00029,CD Santiago,Lima,2023-07-17,2023-07-24,2023-07-23,2,received
TR-20230717-001028,SKU-00062,CD Santiago,Copiapó,2023-07-17,2023-07-20,2023-07-21,3,received
TR-20230717-003045,SKU-00155,CD Santiago,Santiago,2023-07-17,2023-07-18,2023-07-18,1,received
TR-20230717-003229,SKU-00156,CD Santiago,Lima,2023-07-17,2023-07-24,2023-07-24,3,received
TR-20230717-003839,SKU-00195,CD Santiago,Concepción,2023-07-17,2023-07-20,2023-07-22,1,received
TR-20230717-004138,SKU-00202,CD Santiago,Concepción,2023-07-17,2023-07-20,2023-07-20,1,received
TR-20230717-005505,SKU-00275,CD Santiago,Copiapó,2023-07-17,2023-07-20,2023-07-20,2,received
TR-20230717-006596,SKU-00335,CD Santiago,Antofagasta,2023-07-17,2023-07-21,2023-07-21,2,received
TR-20230717-007503,SKU-00378,CD Santiago,Antofagasta,2023-07-17,2023-07-21,2023-07-21,2,received
TR-20230717-008116,SKU-00392,CD Santiago,Santiago,2023-07-17,2023-07-18,2023-07-18,1,received
TR-20230717-009720,SKU-00448,CD Santiago,Lima,2023-07-17,2023-07-24,2023-07-24,2,received
TR-20230717-010406,SKU-00480,CD Santiago,Antofagasta,2023-07-17,2023-07-21,2023-07-22,1,received
TR-20230717-011605,SKU-00513,CD Santiago,Lima,2023-07-17,2023-07-24,2023-07-24,2,received
TR-20230717-012509,SKU-00554,CD Santiago,Lima,2023-07-17,2023-07-24,2023-07-24,2,received
TR-20230717-013075,SKU-00581,CD Santiago,Concepción,2023-07-17,2023-07-20,2023-07-19,2,received
TR-20230717-013076,SKU-00581,CD Santiago,Lima,2023-07-17,2023-07-24,2023-07-25,1,received
TR-20230717-017290,SKU-00782,CD Santiago,Antofagasta,2023-07-17,2023-07-21,2023-07-22,2,received
TR-20230717-017423,SKU-00783,CD Santiago,Concepción,2023-07-17,2023-07-20,2023-07-22,3,received
TR-20230718-000161,SKU-00015,CD Santiago,Santiago,2023-07-18,2023-07-19,2023-07-19,4,received
TR-20230718-000711,SKU-00051,CD Santiago,Concepción,2023-07-18,2023-07-21,2023-07-21,2,received
TR-20230718-000712,SKU-00051,CD Santiago,Lima,2023-07-18,2023-07-25,2023-07-24,2,received
TR-20230718-001498,SKU-00072,CD Santiago,Antofagasta,2023-07-18,2023-07-22,2023-07-24,1,received
TR-20230718-001767,SKU-00096,CD Santiago,Copiapó,2023-07-18,2023-07-21,2023-07-22,1,received
TR-20230718-002380,SKU-00122,CD Santiago,Antofagasta,2023-07-18,2023-07-22,2023-07-24,3,received
TR-20230718-002532,SKU-00124,CD Santiago,Lima,2023-07-18,2023-07-25,2023-07-28,1,received
TR-20230718-003230,SKU-00156,CD Santiago,Copiapó,2023-07-18,2023-07-21,2023-07-22,2,received
TR-20230718-003955,SKU-00196,CD Santiago,Copiapó,2023-07-18,2023-07-21,2023-07-21,3,received
TR-20230718-007038,SKU-00355,CD Santiago,Lima,2023-07-18,2023-07-25,2023-07-26,2,received
TR-20230718-008606,SKU-00401,CD Santiago,Lima,2023-07-18,2023-07-25,2023-07-23,1,received
TR-20230718-010407,SKU-00480,CD Santiago,Santiago,2023-07-18,2023-07-19,2023-07-19,2,received
TR-20230718-010963,SKU-00490,CD Santiago,Lima,2023-07-18,2023-07-25,2023-07-24,2,received
TR-20230718-011024,SKU-00492,CD Santiago,Copiapó,2023-07-18,2023-07-21,2023-07-20,1,received
TR-20230718-011266,SKU-00497,CD Santiago,Copiapó,2023-07-18,2023-07-21,2023-07-21,2,received
TR-20230718-013305,SKU-00583,CD Santiago,Lima,2023-07-18,2023-07-25,2023-07-24,3,received
TR-20230718-013888,SKU-00615,CD Santiago,Antofagasta,2023-07-18,2023-07-22,2023-07-21,2,received
TR-20230718-016243,SKU-00722,CD Santiago,Copiapó,2023-07-18,2023-07-21,2023-07-20,2,received
TR-20230718-016521,SKU-00734,CD Santiago,Lima,2023-07-18,2023-07-25,2023-07-27,3,received
TR-20230718-016718,SKU-00747,CD Santiago,Concepción,2023-07-18,2023-07-21,2023-07-20,2,received
TR-20230718-017249,SKU-00780,CD Santiago,Copiapó,2023-07-18,2023-07-21,2023-07-20,1,received
TR-20230719-000817,SKU-00058,CD Santiago,Concepción,2023-07-19,2023-07-22,2023-07-23,2,received
TR-20230719-000836,SKU-00059,CD Santiago,Santiago,2023-07-19,2023-07-20,2023-07-21,2,received
TR-20230719-002211,SKU-00116,CD Santiago,Concepción,2023-07-19,2023-07-22,2023-07-21,1,received
TR-20230719-003449,SKU-00163,CD Santiago,Lima,2023-07-19,2023-07-26,2023-07-25,2,received
TR-20230719-004976,SKU-00241,CD Santiago,Antofagasta,2023-07-19,2023-07-23,2023-07-22,2,received
TR-20230719-006660,SKU-00337,CD Santiago,Santiago,2023-07-19,2023-07-20,2023-07-20,2,received
TR-20230719-007222,SKU-00369,CD Santiago,Concepción,2023-07-19,2023-07-22,2023-07-24,1,received
TR-20230719-008472,SKU-00397,CD Santiago,Antofagasta,2023-07-19,2023-07-23,2023-07-24,1,received
TR-20230719-009484,SKU-00434,CD Santiago,Santiago,2023-07-19,2023-07-20,2023-07-20,2,received
TR-20230719-010408,SKU-00480,CD Santiago,Concepción,2023-07-19,2023-07-22,2023-07-21,3,received
TR-20230719-011267,SKU-00497,CD Santiago,Santiago,2023-07-19,2023-07-20,2023-07-21,1,received
TR-20230719-011666,SKU-00519,CD Santiago,Antofagasta,2023-07-19,2023-07-23,2023-07-24,2,received
TR-20230719-012151,SKU-00540,CD Santiago,Lima,2023-07-19,2023-07-26,2023-07-28,1,received
TR-20230719-015132,SKU-00659,CD Santiago,Concepción,2023-07-19,2023-07-22,2023-07-21,2,received
TR-20230719-016302,SKU-00727,CD Santiago,Lima,2023-07-19,2023-07-26,2023-07-26,3,received
TR-20230719-017424,SKU-00783,CD Santiago,Santiago,2023-07-19,2023-07-20,2023-07-21,3,received
TR-20230719-017751,SKU-00791,CD Santiago,Lima,2023-07-19,2023-07-26,2023-07-28,3,received
TR-20230720-002908,SKU-00137,CD Santiago,Concepción,2023-07-20,2023-07-23,2023-07-22,1,received
TR-20230720-004320,SKU-00214,CD Santiago,Copiapó,2023-07-20,2023-07-23,2023-07-24,2,received
TR-20230720-004832,SKU-00236,CD Santiago,Santiago,2023-07-20,2023-07-21,2023-07-22,2,received
TR-20230720-004977,SKU-00241,CD Santiago,Lima,2023-07-20,2023-07-27,2023-07-24,8,received
TR-20230720-005869,SKU-00291,CD Santiago,Copiapó,2023-07-20,2023-07-23,2023-07-25,4,received
TR-20230720-006751,SKU-00343,CD Santiago,Lima,2023-07-20,2023-07-27,2023-07-25,2,received
TR-20230720-007504,SKU-00378,CD Santiago,Concepción,2023-07-20,2023-07-23,2023-07-22,2,received
TR-20230720-007636,SKU-00379,CD Santiago,Concepción,2023-07-20,2023-07-23,2023-07-23,1,received
TR-20230720-007790,SKU-00380,CD Santiago,Santiago,2023-07-20,2023-07-21,2023-07-22,5,received
TR-20230720-008181,SKU-00394,CD Santiago,Lima,2023-07-20,2023-07-27,2023-07-27,2,received
TR-20230720-008325,SKU-00396,CD Santiago,Santiago,2023-07-20,2023-07-21,2023-07-22,2,received
TR-20230720-008607,SKU-00401,CD Santiago,Antofagasta,2023-07-20,2023-07-24,2023-07-25,2,received
TR-20230720-009281,SKU-00423,CD Santiago,Lima,2023-07-20,2023-07-27,2023-07-26,5,received
TR-20230720-009282,SKU-00423,CD Santiago,Santiago,2023-07-20,2023-07-21,2023-07-21,4,received
TR-20230720-011958,SKU-00537,CD Santiago,Lima,2023-07-20,2023-07-27,2023-07-26,1,received
TR-20230720-012152,SKU-00540,CD Santiago,Lima,2023-07-20,2023-07-27,2023-07-26,2,received
TR-20230720-012611,SKU-00555,CD Santiago,Santiago,2023-07-20,2023-07-21,2023-07-21,2,received
TR-20230720-013206,SKU-00582,CD Santiago,Santiago,2023-07-20,2023-07-21,2023-07-21,2,received
TR-20230720-013333,SKU-00584,CD Santiago,Santiago,2023-07-20,2023-07-21,2023-07-21,2,received
TR-20230720-013445,SKU-00587,CD Santiago,Copiapó,2023-07-20,2023-07-23,2023-07-24,3,received
TR-20230720-015810,SKU-00693,CD Santiago,Concepción,2023-07-20,2023-07-23,2023-07-24,2,received
TR-20230720-017425,SKU-00783,CD Santiago,Antofagasta,2023-07-20,2023-07-24,2023-07-27,3,received
TR-20230720-017426,SKU-00783,CD Santiago,Copiapó,2023-07-20,2023-07-23,2023-07-23,2,received
TR-20230720-017752,SKU-00791,CD Santiago,Santiago,2023-07-20,2023-07-21,2023-07-22,3,received
TR-20230721-000162,SKU-00015,CD Santiago,Antofagasta,2023-07-21,2023-07-25,2023-07-25,4,received
TR-20230721-000631,SKU-00048,CD Santiago,Lima,2023-07-21,2023-07-28,2023-07-26,2,received
TR-20230721-001682,SKU-00082,CD Santiago,Santiago,2023-07-21,2023-07-22,2023-07-23,2,received
TR-20230721-002533,SKU-00124,CD Santiago,Lima,2023-07-21,2023-07-28,2023-07-28,2,received
TR-20230721-003558,SKU-00168,CD Santiago,Concepción,2023-07-21,2023-07-24,2023-07-26,2,received
TR-20230721-005704,SKU-00287,CD Santiago,Antofagasta,2023-07-21,2023-07-25,2023-07-23,2,received
TR-20230721-006277,SKU-00311,CD Santiago,Lima,2023-07-21,2023-07-28,2023-07-27,2,received
TR-20230721-007930,SKU-00381,CD Santiago,Lima,2023-07-21,2023-07-28,2023-07-30,2,received
TR-20230721-008326,SKU-00396,CD Santiago,Lima,2023-07-21,2023-07-28,2023-07-26,2,received
TR-20230721-009027,SKU-00419,CD Santiago,Santiago,2023-07-21,2023-07-22,2023-07-23,3,received
TR-20230721-010028,SKU-00456,CD Santiago,Antofagasta,2023-07-21,2023-07-25,2023-07-26,1,received
TR-20230721-010409,SKU-00480,CD Santiago,Concepción,2023-07-21,2023-07-24,2023-07-23,6,received
TR-20230721-011137,SKU-00494,CD Santiago,Antofagasta,2023-07-21,2023-07-25,2023-07-24,2,received
TR-20230721-011692,SKU-00524,CD Santiago,Antofagasta,2023-07-21,2023-07-25,2023-07-25,2,received
TR-20230721-012510,SKU-00554,CD Santiago,Santiago,2023-07-21,2023-07-22,2023-07-22,2,received
TR-20230721-012687,SKU-00557,CD Santiago,Copiapó,2023-07-21,2023-07-24,2023-07-23,2,received
TR-20230721-014636,SKU-00641,CD Santiago,Santiago,2023-07-21,2023-07-22,2023-07-23,2,received
TR-20230721-014951,SKU-00651,CD Santiago,Concepción,2023-07-21,2023-07-24,2023-07-24,3,received
TR-20230721-015133,SKU-00659,CD Santiago,Santiago,2023-07-21,2023-07-22,2023-07-23,1,received
TR-20230721-016412,SKU-00733,CD Santiago,Copiapó,2023-07-21,2023-07-24,2023-07-23,1,received
TR-20230721-016522,SKU-00734,CD Santiago,Antofagasta,2023-07-21,2023-07-25,2023-07-24,1,received
TR-20230721-017753,SKU-00791,CD Santiago,Concepción,2023-07-21,2023-07-24,2023-07-25,2,received
TR-20230722-008182,SKU-00394,CD Santiago,Santiago,2023-07-22,2023-07-23,2023-07-24,1,received
TR-20230724-000550,SKU-00038,CD Santiago,Antofagasta,2023-07-24,2023-07-28,2023-07-29,2,received
TR-20230724-001029,SKU-00062,CD Santiago,Concepción,2023-07-24,2023-07-27,2023-07-28,2,received
TR-20230724-001030,SKU-00062,CD Santiago,Lima,2023-07-24,2023-07-31,2023-07-29,3,received
TR-20230724-001683,SKU-00082,CD Santiago,Lima,2023-07-24,2023-07-31,2023-07-30,2,received
TR-20230724-001754,SKU-00093,CD Santiago,Santiago,2023-07-24,2023-07-25,2023-07-25,1,received
TR-20230724-002131,SKU-00110,CD Santiago,Antofagasta,2023-07-24,2023-07-28,2023-07-30,2,received
TR-20230724-002620,SKU-00127,CD Santiago,Concepción,2023-07-24,2023-07-27,2023-07-27,1,received
TR-20230724-003231,SKU-00156,CD Santiago,Concepción,2023-07-24,2023-07-27,2023-07-28,3,received
TR-20230724-003232,SKU-00156,CD Santiago,Santiago,2023-07-24,2023-07-25,2023-07-25,4,received
TR-20230724-003413,SKU-00159,CD Santiago,Lima,2023-07-24,2023-07-31,2023-08-01,2,received
TR-20230724-005423,SKU-00264,CD Santiago,Antofagasta,2023-07-24,2023-07-28,2023-07-28,2,received
TR-20230724-007791,SKU-00380,CD Santiago,Concepción,2023-07-24,2023-07-27,2023-07-26,2,received
TR-20230724-007792,SKU-00380,CD Santiago,Lima,2023-07-24,2023-07-31,2023-07-31,3,received
TR-20230724-008473,SKU-00397,CD Santiago,Antofagasta,2023-07-24,2023-07-28,2023-07-28,2,received
TR-20230724-009753,SKU-00449,CD Santiago,Concepción,2023-07-24,2023-07-27,2023-07-27,1,received
TR-20230724-010029,SKU-00456,CD Santiago,Santiago,2023-07-24,2023-07-25,2023-07-26,1,received
TR-20230724-010410,SKU-00480,CD Santiago,Antofagasta,2023-07-24,2023-07-28,2023-07-28,1,received
TR-20230724-011353,SKU-00502,CD Santiago,Concepción,2023-07-24,2023-07-27,2023-07-27,2,received
TR-20230724-011720,SKU-00526,CD Santiago,Santiago,2023-07-24,2023-07-25,2023-07-26,1,received
TR-20230724-012953,SKU-00579,CD Santiago,Antofagasta,2023-07-24,2023-07-28,2023-07-28,1,received
TR-20230724-013355,SKU-00585,CD Santiago,Concepción,2023-07-24,2023-07-27,2023-07-29,1,received
TR-20230724-014637,SKU-00641,CD Santiago,Lima,2023-07-24,2023-07-31,2023-08-03,3,received
TR-20230724-014952,SKU-00651,CD Santiago,Santiago,2023-07-24,2023-07-25,2023-07-25,4,received
TR-20230724-015811,SKU-00693,CD Santiago,Concepción,2023-07-24,2023-07-27,2023-07-26,2,received
TR-20230724-015876,SKU-00694,CD Santiago,Copiapó,2023-07-24,2023-07-27,2023-07-29,1,received
TR-20230724-016747,SKU-00748,CD Santiago,Lima,2023-07-24,2023-07-31,2023-08-03,2,received
TR-20230725-000351,SKU-00023,CD Santiago,Antofagasta,2023-07-25,2023-07-29,2023-07-30,2,received
TR-20230725-001499,SKU-00072,CD Santiago,Antofagasta,2023-07-25,2023-07-29,2023-07-29,2,received
TR-20230725-001736,SKU-00087,CD Santiago,Lima,2023-07-25,2023-08-01,2023-08-01,2,received
TR-20230725-002212,SKU-00116,CD Santiago,Santiago,2023-07-25,2023-07-26,2023-07-26,1,received
TR-20230725-002706,SKU-00134,CD Santiago,Copiapó,2023-07-25,2023-07-28,2023-07-30,2,received
TR-20230725-003458,SKU-00164,CD Santiago,Concepción,2023-07-25,2023-07-28,2023-07-29,2,received
TR-20230725-004978,SKU-00241,CD Santiago,Antofagasta,2023-07-25,2023-07-29,2023-07-29,3,received
TR-20230725-005580,SKU-00281,CD Santiago,Copiapó,2023-07-25,2023-07-28,2023-07-29,1,received
TR-20230725-006528,SKU-00331,CD Santiago,Concepción,2023-07-25,2023-07-28,2023-07-30,3,received
TR-20230725-007006,SKU-00354,CD Santiago,Santiago,2023-07-25,2023-07-26,2023-07-27,1,received
TR-20230725-009283,SKU-00423,CD Santiago,Antofagasta,2023-07-25,2023-07-29,2023-07-29,2,received
TR-20230725-009699,SKU-00447,CD Santiago,Copiapó,2023-07-25,2023-07-28,2023-07-29,1,received
TR-20230725-010964,SKU-00490,CD Santiago,Santiago,2023-07-25,2023-07-26,2023-07-26,2,received
TR-20230725-011497,SKU-00509,CD Santiago,Antofagasta,2023-07-25,2023-07-29,2023-07-30,2,received
TR-20230725-012825,SKU-00571,CD Santiago,Concepción,2023-07-25,2023-07-28,2023-07-29,2,received
TR-20230725-013207,SKU-00582,CD Santiago,Antofagasta,2023-07-25,2023-07-29,2023-07-28,2,received
TR-20230725-013812,SKU-00611,CD Santiago,Antofagasta,2023-07-25,2023-07-29,2023-08-01,2,received
TR-20230725-013813,SKU-00611,CD Santiago,Copiapó,2023-07-25,2023-07-28,2023-07-28,1,received
TR-20230725-013814,SKU-00611,CD Santiago,Santiago,2023-07-25,2023-07-26,2023-07-27,1,received
TR-20230725-014953,SKU-00651,CD Santiago,Lima,2023-07-25,2023-08-01,2023-07-31,3,received
TR-20230725-015467,SKU-00667,CD Santiago,Antofagasta,2023-07-25,2023-07-29,2023-07-30,2,received
TR-20230725-015560,SKU-00674,CD Santiago,Copiapó,2023-07-25,2023-07-28,2023-07-30,2,received
TR-20230725-016982,SKU-00765,CD Santiago,Copiapó,2023-07-25,2023-07-28,2023-07-27,2,received
TR-20230725-017062,SKU-00769,CD Santiago,Santiago,2023-07-25,2023-07-26,2023-07-26,3,received
TR-20230725-017427,SKU-00783,CD Santiago,Antofagasta,2023-07-25,2023-07-29,2023-07-29,3,received
TR-20230725-017428,SKU-00783,CD Santiago,Copiapó,2023-07-25,2023-07-28,2023-07-28,3,received
TR-20230725-017685,SKU-00787,CD Santiago,Copiapó,2023-07-25,2023-07-28,2023-07-28,1,received
TR-20230726-000480,SKU-00031,CD Santiago,Copiapó,2023-07-26,2023-07-29,2023-07-29,1,received
TR-20230726-000632,SKU-00048,CD Santiago,Copiapó,2023-07-26,2023-07-29,2023-07-30,1,received
TR-20230726-003719,SKU-00181,CD Santiago,Concepción,2023-07-26,2023-07-29,2023-07-31,2,received
TR-20230726-006597,SKU-00335,CD Santiago,Santiago,2023-07-26,2023-07-27,2023-07-28,2,received
TR-20230726-006805,SKU-00349,CD Santiago,Copiapó,2023-07-26,2023-07-29,2023-07-28,2,received
TR-20230726-007505,SKU-00378,CD Santiago,Lima,2023-07-26,2023-08-02,2023-08-02,3,received
TR-20230726-008183,SKU-00394,CD Santiago,Concepción,2023-07-26,2023-07-29,2023-07-29,3,received
TR-20230726-010730,SKU-00487,CD Santiago,Concepción,2023-07-26,2023-07-29,2023-07-28,3,received
TR-20230726-010731,SKU-00487,CD Santiago,Copiapó,2023-07-26,2023-07-29,2023-07-28,3,received
TR-20230726-010732,SKU-00487,CD Santiago,Santiago,2023-07-26,2023-07-27,2023-07-27,5,received
TR-20230726-010911,SKU-00488,CD Santiago,Santiago,2023-07-26,2023-07-27,2023-07-28,1,received
TR-20230726-011873,SKU-00536,CD Santiago,Santiago,2023-07-26,2023-07-27,2023-07-28,3,received
TR-20230726-012377,SKU-00549,CD Santiago,Santiago,2023-07-26,2023-07-27,2023-07-27,2,received
TR-20230726-014194,SKU-00622,CD Santiago,Antofagasta,2023-07-26,2023-07-30,2023-07-30,1,received
TR-20230726-014339,SKU-00626,CD Santiago,Concepción,2023-07-26,2023-07-29,2023-07-28,3,received
TR-20230726-014340,SKU-00626,CD Santiago,Santiago,2023-07-26,2023-07-27,2023-07-27,2,received
TR-20230726-014638,SKU-00641,CD Santiago,Copiapó,2023-07-26,2023-07-29,2023-07-30,2,received
TR-20230727-000335,SKU-00022,CD Santiago,Santiago,2023-07-27,2023-07-28,2023-07-28,2,received
TR-20230727-000551,SKU-00038,CD Santiago,Lima,2023-07-27,2023-08-03,2023-08-04,2,received
TR-20230727-000713,SKU-00051,CD Santiago,Concepción,2023-07-27,2023-07-30,2023-07-29,3,received
TR-20230727-002650,SKU-00128,CD Santiago,Copiapó,2023-07-27,2023-07-30,2023-07-29,1,received
TR-20230727-003956,SKU-00196,CD Santiago,Antofagasta,2023-07-27,2023-07-31,2023-07-31,3,received
TR-20230727-005379,SKU-00263,CD Santiago,Concepción,2023-07-27,2023-07-30,2023-08-01,2,received
TR-20230727-006786,SKU-00348,CD Santiago,Santiago,2023-07-27,2023-07-28,2023-07-28,2,received
TR-20230727-007793,SKU-00380,CD Santiago,Santiago,2023-07-27,2023-07-28,2023-07-28,5,received
TR-20230727-009284,SKU-00423,CD Santiago,Antofagasta,2023-07-27,2023-07-31,2023-07-29,3,received
TR-20230727-009591,SKU-00440,CD Santiago,Copiapó,2023-07-27,2023-07-30,2023-07-29,2,received
TR-20230727-010733,SKU-00487,CD Santiago,Copiapó,2023-07-27,2023-07-30,2023-07-31,3,received
TR-20230727-011138,SKU-00494,CD Santiago,Copiapó,2023-07-27,2023-07-30,2023-07-29,3,received
TR-20230727-012511,SKU-00554,CD Santiago,Santiago,2023-07-27,2023-07-28,2023-07-28,5,received
TR-20230727-014013,SKU-00617,CD Santiago,Antofagasta,2023-07-27,2023-07-31,2023-08-01,2,received
TR-20230727-014195,SKU-00622,CD Santiago,Copiapó,2023-07-27,2023-07-30,2023-08-01,1,received
TR-20230727-014639,SKU-00641,CD Santiago,Santiago,2023-07-27,2023-07-28,2023-07-28,3,received
TR-20230727-015134,SKU-00659,CD Santiago,Concepción,2023-07-27,2023-07-30,2023-07-30,2,received
TR-20230727-015687,SKU-00688,CD Santiago,Lima,2023-07-27,2023-08-03,2023-08-03,2,received
TR-20230727-016189,SKU-00713,CD Santiago,Concepción,2023-07-27,2023-07-30,2023-07-30,1,received
TR-20230727-016388,SKU-00731,CD Santiago,Lima,2023-07-27,2023-08-03,2023-08-03,2,received
TR-20230727-017250,SKU-00780,CD Santiago,Copiapó,2023-07-27,2023-07-30,2023-08-01,2,received
TR-20230727-017864,SKU-00795,CD Santiago,Concepción,2023-07-27,2023-07-30,2023-07-29,1,received
TR-20230728-001308,SKU-00069,CD Santiago,Santiago,2023-07-28,2023-07-29,2023-07-29,2,received
TR-20230728-001500,SKU-00072,CD Santiago,Lima,2023-07-28,2023-08-04,2023-08-02,2,received
TR-20230728-002381,SKU-00122,CD Santiago,Concepción,2023-07-28,2023-07-31,2023-07-31,2,received
TR-20230728-003233,SKU-00156,CD Santiago,Copiapó,2023-07-28,2023-07-31,2023-08-02,2,received
TR-20230728-003957,SKU-00196,CD Santiago,Lima,2023-07-28,2023-08-04,2023-08-04,3,received
TR-20230728-004078,SKU-00198,CD Santiago,Antofagasta,2023-07-28,2023-08-01,2023-08-02,2,received
TR-20230728-004612,SKU-00223,CD Santiago,Santiago,2023-07-28,2023-07-29,2023-07-30,2,received
TR-20230728-005631,SKU-00283,CD Santiago,Lima,2023-07-28,2023-08-04,2023-08-05,2,received
TR-20230728-005870,SKU-00291,CD Santiago,Santiago,2023-07-28,2023-07-29,2023-07-30,2,received
TR-20230728-006598,SKU-00335,CD Santiago,Copiapó,2023-07-28,2023-07-31,2023-07-31,1,received
TR-20230728-007092,SKU-00359,CD Santiago,Concepción,2023-07-28,2023-07-31,2023-07-30,1,received
TR-20230728-007192,SKU-00367,CD Santiago,Santiago,2023-07-28,2023-07-29,2023-07-29,1,received
TR-20230728-007506,SKU-00378,CD Santiago,Santiago,2023-07-28,2023-07-29,2023-07-30,3,received
TR-20230728-011139,SKU-00494,CD Santiago,Antofagasta,2023-07-28,2023-08-01,2023-07-30,4,received
TR-20230728-012153,SKU-00540,CD Santiago,Copiapó,2023-07-28,2023-07-31,2023-07-30,2,received
TR-20230728-012154,SKU-00540,CD Santiago,Santiago,2023-07-28,2023-07-29,2023-07-29,3,received
TR-20230728-013815,SKU-00611,CD Santiago,Santiago,2023-07-28,2023-07-29,2023-07-29,2,received
TR-20230728-014640,SKU-00641,CD Santiago,Antofagasta,2023-07-28,2023-08-01,2023-08-02,3,received
TR-20230728-015373,SKU-00666,CD Santiago,Copiapó,2023-07-28,2023-07-31,2023-08-01,1,received
TR-20230728-015468,SKU-00667,CD Santiago,Lima,2023-07-28,2023-08-04,2023-08-06,2,received
TR-20230728-015812,SKU-00693,CD Santiago,Santiago,2023-07-28,2023-07-29,2023-07-30,3,received
TR-20230728-017813,SKU-00793,CD Santiago,Antofagasta,2023-07-28,2023-08-01,2023-08-01,2,received
TR-20230729-005119,SKU-00243,CD Santiago,Concepción,2023-07-29,2023-08-01,2023-08-03,2,received
TR-20230731-000616,SKU-00044,CD Santiago,Santiago,2023-07-31,2023-08-01,2023-08-01,2,received
TR-20230731-000793,SKU-00055,CD Santiago,Santiago,2023-07-31,2023-08-01,2023-08-02,2,received
TR-20230731-001244,SKU-00067,CD Santiago,Santiago,2023-07-31,2023-08-01,2023-08-01,1,received
TR-20230731-002252,SKU-00118,CD Santiago,Antofagasta,2023-07-31,2023-08-04,2023-08-03,3,received
TR-20230731-002382,SKU-00122,CD Santiago,Santiago,2023-07-31,2023-08-01,2023-08-02,2,received
TR-20230731-002534,SKU-00124,CD Santiago,Concepción,2023-07-31,2023-08-03,2023-08-02,2,received
TR-20230731-002535,SKU-00124,CD Santiago,Lima,2023-07-31,2023-08-07,2023-08-10,2,received
TR-20230731-002621,SKU-00127,CD Santiago,Concepción,2023-07-31,2023-08-03,2023-08-02,2,received
TR-20230731-003559,SKU-00168,CD Santiago,Concepción,2023-07-31,2023-08-03,2023-08-04,2,received
TR-20230731-003663,SKU-00171,CD Santiago,Concepción,2023-07-31,2023-08-03,2023-08-02,1,received
TR-20230731-004244,SKU-00208,CD Santiago,Santiago,2023-07-31,2023-08-01,2023-08-01,2,received
TR-20230731-004979,SKU-00241,CD Santiago,Antofagasta,2023-07-31,2023-08-04,2023-08-06,2,received
TR-20230731-006139,SKU-00304,CD Santiago,Copiapó,2023-07-31,2023-08-03,2023-08-02,1,received
TR-20230731-006485,SKU-00330,CD Santiago,Copiapó,2023-07-31,2023-08-03,2023-08-03,2,received
TR-20230731-007057,SKU-00356,CD Santiago,Copiapó,2023-07-31,2023-08-03,2023-08-04,1,received
TR-20230731-007507,SKU-00378,CD Santiago,Antofagasta,2023-07-31,2023-08-04,2023-08-05,3,received
TR-20230731-007794,SKU-00380,CD Santiago,Lima,2023-07-31,2023-08-07,2023-08-04,3,received
TR-20230731-010030,SKU-00456,CD Santiago,Lima,2023-07-31,2023-08-07,2023-08-05,3,received
TR-20230731-010163,SKU-00464,CD Santiago,Concepción,2023-07-31,2023-08-03,2023-08-04,1,received
TR-20230731-011025,SKU-00492,CD Santiago,Copiapó,2023-07-31,2023-08-03,2023-08-03,2,received
TR-20230731-011268,SKU-00497,CD Santiago,Lima,2023-07-31,2023-08-07,2023-08-09,1,received
TR-20230731-011498,SKU-00509,CD Santiago,Copiapó,2023-07-31,2023-08-03,2023-08-04,3,received
TR-20230731-011745,SKU-00529,CD Santiago,Santiago,2023-07-31,2023-08-01,2023-08-01,1,received
TR-20230731-013511,SKU-00589,CD Santiago,Concepción,2023-07-31,2023-08-03,2023-08-02,2,received
TR-20230731-013627,SKU-00602,CD Santiago,Copiapó,2023-07-31,2023-08-03,2023-08-02,2,received
TR-20230731-014196,SKU-00622,CD Santiago,Lima,2023-07-31,2023-08-07,2023-08-10,1,received
TR-20230731-016081,SKU-00704,CD Santiago,Copiapó,2023-07-31,2023-08-03,2023-08-04,2,received
TR-20230731-016413,SKU-00733,CD Santiago,Copiapó,2023-07-31,2023-08-03,2023-08-03,2,received
TR-20230731-016748,SKU-00748,CD Santiago,Concepción,2023-07-31,2023-08-03,2023-08-04,1,received
